id xcentroid ycentroid sharpness roundness1 roundness2 npix sky peak flux mag
333 767.65 182.93 0.55 0.33 -0.04 25 0.00 126.29 1.60 -0.51
334 831.58 182.63 0.51 -0.49 -0.11 25 0.00 790.99 9.02 -2.39
335 127.65 183.89 0.50 0.19 -0.08 25 0.00 5572.73 56.48 -4.38
336 414.17 183.78 0.51 -0.13 -0.01 25 0.00 465.51 4.50 -1.63
337 642.18 183.96 0.49 -0.17 -0.14 25 0.00 109.95 1.31 -0.30
338 523.89 185.07 0.39 -0.37 -0.39 25 0.00 93.13 1.01 -0.01
339 879.53 184.71 0.51 -0.45 -0.10 25 0.00 499.28 5.79 -1.91
340 244.43 185.47 0.55 -0.05 -0.32 25 0.00 243.41 2.07 -0.79
341 283.17 185.96 0.54 0.08 -0.02 25 0.00 117.00 1.12 -0.12
342 331.48 186.15 0.41 0.51 -0.10 25 0.00 163.34 1.51 -0.45
343 363.73 185.34 0.55 0.47 0.14 25 0.00 1186.37 11.44 -2.65
344 157.43 188.05 0.57 0.16 0.15 25 0.00 163.46 1.44 -0.40
345 305.67 187.79 0.54 0.26 -0.10 25 0.00 163.65 1.54 -0.47
346 398.72 187.42 0.56 0.29 0.07 25 0.00 1017.20 10.41 -2.54
347 340.32 188.32 0.49 -0.25 0.12 25 0.00 133.97 1.40 -0.36
348 659.97 188.85 0.52 0.39 0.10 25 0.00 249.83 3.09 -1.23
349 573.44 189.58 0.54 0.50 -0.02 25 0.00 842.83 9.55 -2.45
350 914.64 189.45 0.52 -0.58 -0.09 25 0.00 1261.14 13.94 -2.86
351 678.10 191.31 0.48 0.27 0.10 25 0.00 3174.11 37.80 -3.94
352 803.34 191.41 0.49 -0.04 0.12 25 0.00 231.57 2.70 -1.08
353 987.98 191.52 0.46 -0.11 0.13 25 0.00 142.01 1.67 -0.56
354 159.52 193.97 0.49 0.22 0.10 25 0.00 111.41 1.03 -0.03
355 735.54 194.03 0.47 -0.56 -0.17 25 0.00 97.05 1.32 -0.30
356 23.81 195.44 0.40 0.33 -0.10 25 0.00 111.82 1.14 -0.15
357 215.31 195.14 0.43 0.67 -0.25 25 0.00 213.28 1.57 -0.49
358 566.67 196.13 0.48 -0.02 0.03 25 0.00 159.50 2.01 -0.76
359 711.25 196.02 0.50 0.05 -0.07 25 0.00 335.74 4.02 -1.51
360 865.81 195.72 0.53 -0.38 -0.11 25 0.00 102.76 1.20 -0.20
361 1002.39 195.56 0.53 -0.06 -0.31 25 0.00 95.14 1.03 -0.03
362 344.81 196.45 0.44 0.21 0.01 25 0.00 233.36 2.52 -1.01
363 951.91 196.73 0.48 -0.24 -0.12 25 0.00 159.92 1.76 -0.62
364 194.23 198.80 0.47 0.04 -0.15 25 0.00 192.94 2.00 -0.75
365 935.63 199.16 0.48 -0.20 -0.14 25 0.00 705.04 7.94 -2.25
366 479.74 199.46 0.57 0.48 -0.01 25 0.00 217.58 2.55 -1.02
367 492.55 199.81 0.51 0.09 -0.06 25 0.00 96.81 1.04 -0.04
368 651.96 200.61 0.48 -0.31 0.17 25 0.00 95.85 1.21 -0.21
369 661.40 199.94 0.51 0.16 -0.11 25 0.00 356.33 3.93 -1.48
370 668.93 199.47 0.49 0.04 0.16 25 0.00 104.81 1.18 -0.18
371 730.95 199.93 0.49 -0.58 -0.13 25 0.00 82.18 1.07 -0.07
372 995.83 200.26 0.51 -0.88 -0.25 25 0.00 133.56 1.49 -0.44
373 372.05 201.18 0.49 0.27 -0.06 25 0.00 635.02 6.54 -2.04
374 537.24 200.73 0.46 -0.18 -0.08 25 0.00 110.13 1.26 -0.25
375 85.24 202.05 0.51 0.05 -0.16 25 0.00 420.77 3.39 -1.32
376 250.89 201.77 0.48 -0.15 -0.19 25 0.00 172.91 1.58 -0.50
377 15.74 202.51 0.47 -0.07 -0.09 25 0.00 717.79 6.52 -2.04
378 642.97 202.76 0.50 0.09 0.05 25 0.00 389.38 4.25 -1.57
379 87.72 203.43 0.56 0.26 -0.31 25 0.00 212.40 1.71 -0.59
380 609.30 203.97 0.46 -0.12 0.06 25 0.00 331.53 3.69 -1.42
381 168.09 205.26 0.54 0.18 0.04 25 0.00 144.23 1.08 -0.09
382 566.37 204.83 0.53 -0.04 -0.13 25 0.00 348.96 3.63 -1.40
383 693.92 204.83 0.54 0.28 0.33 25 0.00 117.65 1.31 -0.29
384 704.53 206.33 0.42 -0.16 -0.03 25 0.00 82.65 1.03 -0.04
385 769.46 206.80 0.49 -0.17 -0.01 25 0.00 174.84 2.00 -0.75
386 184.94 207.58 0.54 0.16 -0.17 25 0.00 315.23 2.83 -1.13
387 424.19 209.28 0.46 0.25 0.08 25 0.00 110.92 1.27 -0.26
388 548.54 208.67 0.58 0.06 0.08 25 0.00 168.30 1.75 -0.61
389 640.01 209.08 0.45 -0.13 0.36 25 0.00 106.42 1.31 -0.29
390 664.63 208.75 0.47 0.19 0.20 25 0.00 196.81 2.17 -0.84
391 695.79 209.97 0.44 -0.33 -0.09 25 0.00 147.12 1.67 -0.56
392 757.33 209.82 0.53 -0.07 -0.05 25 0.00 9583.09 113.40 -5.14
393 265.96 212.93 0.43 0.11 -0.24 25 0.00 101.81 1.01 -0.01
394 569.78 212.61 0.52 0.20 0.16 25 0.00 1142.00 12.22 -2.72
395 148.49 213.95 0.53 -0.34 -0.06 25 0.00 256.87 2.27 -0.89
396 477.08 213.39 0.44 -0.04 0.15 25 0.00 86.87 1.16 -0.16
397 614.24 213.81 0.51 0.21 -0.03 25 0.00 188.21 1.98 -0.74
398 641.26 215.09 0.46 0.28 0.02 25 0.00 514.82 5.68 -1.89
399 344.92 216.69 0.59 0.20 0.15 25 0.00 255.04 2.15 -0.83
400 775.77 216.60 0.52 -0.33 -0.17 25 0.00 99.20 1.06 -0.06
401 426.46 217.91 0.44 0.61 -0.25 25 0.00 113.75 1.12 -0.12
402 822.12 217.54 0.51 -0.57 -0.13 25 0.00 112.33 1.11 -0.11
403 952.20 218.25 0.49 -0.18 -0.08 25 0.00 226.84 2.66 -1.06
404 260.27 220.12 0.53 0.04 -0.10 25 0.00 499.46 5.09 -1.77
405 433.03 219.96 0.44 0.20 -0.19 25 0.00 172.18 1.97 -0.74
406 696.74 219.68 0.49 0.19 0.00 25 0.00 789.64 8.46 -2.32
407 177.76 221.38 0.50 0.16 -0.10 25 0.00 243.76 2.35 -0.93
408 439.79 221.10 0.51 0.21 0.02 25 0.00 638.34 7.20 -2.14
409 605.26 220.21 0.51 -0.04 0.16 25 0.00 128.27 1.45 -0.41
410 221.73 221.54 0.52 -0.73 -0.43 25 0.00 392.30 3.28 -1.29
411 277.81 222.40 0.45 0.80 0.21 25 0.00 116.02 1.11 -0.12
412 615.44 221.96 0.48 0.01 -0.15 25 0.00 272.12 2.94 -1.17
413 170.59 222.96 0.52 0.19 -0.08 25 0.00 1159.87 11.74 -2.67
414 384.91 222.44 0.51 -0.12 -0.23 25 0.00 83.16 1.08 -0.08
415 611.44 223.17 0.51 -0.10 0.27 25 0.00 233.85 2.52 -1.00
416 114.42 224.55 0.54 -0.15 -0.49 25 0.00 168.56 1.33 -0.31
417 464.46 224.88 0.38 -0.23 -0.29 25 0.00 127.64 1.27 -0.26
418 645.45 225.33 0.50 -0.19 -0.02 25 0.00 769.83 8.85 -2.37
419 271.83 225.58 0.55 0.15 -0.05 25 0.00 275.70 2.55 -1.02
420 423.03 225.72 0.51 0.23 -0.09 25 0.00 202.70 2.20 -0.86
421 902.22 226.22 0.47 -0.06 -0.03 25 0.00 224.11 2.67 -1.06
422 438.81 226.78 0.52 0.16 -0.04 25 0.00 278.38 3.07 -1.22
423 471.18 226.71 0.48 -0.15 -0.37 25 0.00 105.75 1.19 -0.19
424 791.29 227.39 0.53 0.34 -0.02 25 0.00 157.02 1.90 -0.70
425 178.10 228.17 0.52 0.22 0.09 25 0.00 129.80 1.21 -0.21
426 591.26 227.62 0.53 0.02 0.06 25 0.00 200.05 2.26 -0.89
427 991.62 227.95 0.45 -0.21 0.01 25 0.00 111.28 1.40 -0.37
428 917.59 229.15 0.47 -0.47 -0.04 25 0.00 141.84 1.77 -0.62
429 340.14 229.74 0.49 0.34 -0.09 25 0.00 984.79 9.97 -2.50
430 373.84 229.96 0.54 0.26 -0.07 25 0.00 362.55 4.03 -1.51
431 516.97 230.22 0.45 0.24 0.15 25 0.00 2106.06 23.06 -3.41
432 567.59 230.41 0.51 -0.11 0.06 25 0.00 546.59 6.22 -1.98
433 956.44 230.23 0.51 -0.07 -0.28 25 0.00 133.02 1.53 -0.46
434 950.68 231.17 0.47 -0.56 -0.09 25 0.00 739.66 8.40 -2.31
435 550.61 232.27 0.50 -0.01 0.04 25 0.00 492.00 5.87 -1.92
436 601.82 231.61 0.60 0.08 0.02 25 0.00 145.23 1.67 -0.55
437 507.38 233.21 0.51 -0.08 -0.08 25 0.00 2179.98 24.85 -3.49
438 307.83 233.57 0.56 0.30 -0.00 25 0.00 352.31 3.57 -1.38
439 644.23 234.15 0.48 0.57 -0.04 25 0.00 167.77 1.80 -0.64
440 700.40 234.35 0.45 0.29 0.10 25 0.00 368.96 4.21 -1.56
441 887.23 235.44 0.45 0.01 0.06 25 0.00 696.54 7.93 -2.25
442 494.77 236.48 0.55 0.38 0.15 25 0.00 145.90 1.57 -0.49
443 537.67 238.23 0.51 0.11 0.04 25 0.00 3571.84 41.58 -4.05
444 571.48 237.40 0.43 -0.23 -0.05 25 0.00 74.92 1.03 -0.03
445 664.39 237.73 0.55 0.28 -0.12 25 0.00 2542.42 28.88 -3.65
446 337.49 238.35 0.45 0.70 0.16 25 0.00 151.68 1.56 -0.48
447 579.05 239.39 0.48 0.35 0.11 25 0.00 2179.34 25.97 -3.54
448 685.70 239.88 0.55 0.19 0.20 25 0.00 167.28 1.96 -0.73
449 419.96 239.97 0.52 0.29 -0.01 25 0.00 328.12 3.67 -1.41
450 456.63 239.96 0.61 0.32 0.12 25 0.00 104.59 1.18 -0.18
451 748.26 239.55 0.53 -0.17 0.04 25 0.00 1372.97 16.06 -3.01
452 820.03 239.97 0.41 -0.54 0.13 25 0.00 91.45 1.04 -0.04
453 130.26 241.08 0.55 0.14 -0.14 25 0.00 158.29 1.46 -0.41
454 992.86 240.79 0.52 -0.31 -0.09 25 0.00 129.99 1.48 -0.43
455 682.40 241.70 0.53 -0.04 -0.04 25 0.00 536.23 6.36 -2.01
456 766.92 242.23 0.50 -0.34 -0.06 25 0.00 91.58 1.29 -0.28
457 317.02 242.99 0.44 0.45 -0.15 25 0.00 238.48 2.21 -0.86
458 472.53 242.85 0.55 0.29 -0.08 25 0.00 5908.50 66.47 -4.56
459 735.94 242.83 0.51 -0.18 0.18 25 0.00 395.03 4.45 -1.62
460 157.87 244.53 0.45 -0.16 -0.09 25 0.00 700.15 6.98 -2.11
461 513.38 243.88 0.53 -0.24 -0.04 25 0.00 217.81 2.07 -0.79
462 700.29 244.27 0.42 0.19 0.03 25 0.00 274.71 3.07 -1.22
463 715.56 244.75 0.51 0.06 -0.11 25 0.00 358.17 4.12 -1.54
464 949.84 246.85 0.52 -0.28 0.02 25 0.00 152.63 1.93 -0.72
465 45.92 248.32 0.44 0.31 0.04 25 0.00 6952.54 67.08 -4.57
466 818.88 248.19 0.48 -0.11 -0.00 25 0.00 119.58 1.48 -0.42
467 849.49 247.47 0.53 0.94 0.04 25 0.00 105.37 1.08 -0.09
468 223.12 248.72 0.49 0.12 -0.15 25 0.00 99.30 1.01 -0.01
469 194.25 249.95 0.59 0.14 -0.30 25 0.00 148.09 1.31 -0.30
470 338.53 249.64 0.54 0.27 -0.10 25 0.00 134.00 1.29 -0.28
471 864.74 249.60 0.52 -0.19 -0.20 25 0.00 91.60 1.15 -0.15
472 137.78 251.13 0.49 0.58 0.12 25 0.00 107.52 1.08 -0.09
473 894.86 251.11 0.50 -0.29 -0.01 25 0.00 189.13 2.41 -0.96
474 493.12 251.28 0.47 -0.29 0.06 25 0.00 277.62 2.99 -1.19
475 457.13 253.03 0.50 0.30 -0.04 25 0.00 3639.19 42.44 -4.07
476 847.51 252.98 0.50 -0.12 -0.12 25 0.00 713.65 8.16 -2.28
477 931.02 253.12 0.50 0.29 -0.06 25 0.00 1131.87 12.80 -2.77
478 399.15 253.97 0.45 0.09 -0.07 25 0.00 936.85 9.62 -2.46
479 685.46 254.15 0.45 -0.10 -0.10 25 0.00 87.46 1.04 -0.04
480 812.47 254.20 0.51 -0.00 -0.08 25 0.00 437.43 5.31 -1.81
481 155.48 254.89 0.53 0.14 -0.10 25 0.00 776.66 7.73 -2.22
482 321.01 254.91 0.50 0.22 -0.11 25 0.00 12196.01 132.07 -5.30
483 606.66 255.18 0.49 0.38 -0.07 25 0.00 284.82 3.16 -1.25
484 640.35 255.34 0.37 0.07 0.04 25 0.00 107.68 1.28 -0.26
485 345.41 257.33 0.46 -0.14 -0.16 25 0.00 268.57 2.56 -1.02
486 556.08 257.98 0.55 0.47 0.10 25 0.00 132.63 1.71 -0.58
487 646.44 257.62 0.57 0.10 -0.03 25 0.00 179.46 1.97 -0.74
488 701.95 258.19 0.47 -0.22 0.06 25 0.00 339.49 4.00 -1.51
489 797.60 258.16 0.48 -0.23 -0.15 25 0.00 97.05 1.35 -0.33
490 918.23 257.50 0.51 -0.21 0.03 25 0.00 207.37 2.54 -1.01
491 455.21 258.55 0.51 0.16 -0.05 25 0.00 590.14 6.19 -1.98
492 654.07 259.18 0.46 -0.21 0.19 25 0.00 209.88 2.50 -1.00
493 729.83 259.03 0.51 0.26 -0.03 25 0.00 134.31 1.70 -0.57
494 768.75 259.05 0.54 0.11 -0.05 25 0.00 243.07 3.02 -1.20
495 365.27 259.60 0.37 -0.10 -0.15 25 0.00 160.08 1.77 -0.62
496 532.14 259.96 0.46 -0.61 0.30 25 0.00 103.58 1.06 -0.07
497 601.60 259.69 0.57 0.36 -0.04 25 0.00 14434.13 164.80 -5.54
498 872.97 260.22 0.48 -0.20 0.01 25 0.00 927.63 10.70 -2.57
499 295.45 262.96 0.51 -0.03 -0.18 25 0.00 145.49 1.56 -0.48
500 376.05 263.26 0.53 -0.21 -0.17 25 0.00 165.46 1.68 -0.57
501 993.12 263.80 0.49 0.25 0.22 25 0.00 119.24 1.28 -0.27
502 588.14 263.72 0.52 -0.15 -0.06 25 0.00 114.55 1.18 -0.18
503 58.86 264.62 0.50 -0.18 -0.15 25 0.00 425.58 3.83 -1.46
504 694.14 265.03 0.44 0.04 -0.01 25 0.00 285.14 3.13 -1.24
505 938.32 264.70 0.52 -0.23 0.00 25 0.00 191.41 2.13 -0.82
506 470.39 265.92 0.50 -0.01 -0.24 25 0.00 115.72 1.47 -0.42
507 564.99 266.25 0.51 0.49 0.05 25 0.00 188.89 2.27 -0.89
508 395.91 267.27 0.51 0.28 0.01 25 0.00 423.79 4.57 -1.65
509 496.86 266.35 0.55 0.50 0.14 25 0.00 138.09 1.48 -0.43
510 791.67 267.28 0.45 -0.26 0.00 25 0.00 692.96 7.94 -2.25
511 344.03 268.06 0.41 -0.11 -0.04 25 0.00 86.81 1.05 -0.05
512 450.77 269.34 0.43 0.06 0.20 25 0.00 188.86 2.19 -0.85
513 554.20 270.43 0.48 0.20 -0.49 25 0.00 288.94 2.49 -0.99
514 720.27 269.26 0.52 0.23 0.01 25 0.00 341.77 4.13 -1.54
515 702.66 270.47 0.50 -0.15 0.08 25 0.00 2698.41 32.13 -3.77
516 816.84 269.42 0.54 0.19 0.08 25 0.00 2825.80 32.83 -3.79
517 411.92 271.07 0.50 -0.14 -0.02 25 0.00 239.47 2.70 -1.08
518 556.59 271.62 0.57 0.38 -0.03 25 0.00 2253.94 25.59 -3.52
519 676.87 272.37 0.48 0.23 0.12 25 0.00 209.91 2.63 -1.05
520 357.28 273.00 0.48 -0.30 -0.18 25 0.00 131.52 1.41 -0.38
521 604.71 273.35 0.48 -0.25 0.21 25 0.00 250.77 2.74 -1.10
522 940.23 273.33 0.46 -0.21 0.01 25 0.00 157.84 2.01 -0.76
523 871.98 274.40 0.46 0.04 0.10 25 0.00 190.87 2.28 -0.90
524 419.38 274.84 0.47 0.41 -0.02 25 0.00 141.51 1.71 -0.58
525 616.48 274.68 0.47 -0.27 -0.21 25 0.00 208.33 2.71 -1.08
526 175.76 275.55 0.61 -0.06 -0.02 25 0.00 146.07 1.12 -0.12
527 855.49 276.46 0.47 -0.51 -0.05 25 0.00 874.47 10.36 -2.54
528 260.96 277.55 0.45 0.51 0.10 25 0.00 386.59 3.60 -1.39
529 1003.23 277.19 0.50 0.01 -0.14 25 0.00 129.16 1.57 -0.49
530 196.99 277.20 0.48 -0.16 -0.07 25 0.00 158.47 1.13 -0.13
531 882.95 278.41 0.49 -0.21 -0.01 25 0.00 144.94 1.78 -0.63
532 301.38 280.13 0.45 -0.04 -0.08 25 0.00 166.01 1.72 -0.59
533 661.79 279.69 0.54 0.35 0.06 25 0.00 490.88 5.86 -1.92
534 690.41 280.17 0.52 -0.16 -0.15 25 0.00 650.61 7.65 -2.21
535 57.93 280.93 0.47 0.06 -0.28 25 0.00 179.51 1.72 -0.59
536 369.71 281.33 0.49 0.06 -0.01 25 0.00 655.07 7.37 -2.17
537 757.46 281.37 0.48 0.35 -0.05 25 0.00 36771.54 442.48 -6.61
538 313.17 282.11 0.42 0.27 0.10 25 0.00 115.19 1.20 -0.19
539 955.99 281.92 0.50 0.61 0.32 25 0.00 82.59 1.18 -0.18
540 260.33 285.06 0.53 0.06 -0.17 25 0.00 3045.94 32.15 -3.77
541 792.63 285.33 0.44 0.49 0.16 25 0.00 109.31 1.44 -0.39
542 875.06 285.97 0.55 -0.21 -0.03 25 0.00 109.51 1.28 -0.27
543 236.41 286.89 0.51 -0.06 -0.08 25 0.00 446.11 4.27 -1.58
544 770.26 286.65 0.55 -0.11 0.05 25 0.00 707.52 8.34 -2.30
545 36.74 289.20 0.43 0.42 0.06 25 0.00 181.04 1.74 -0.60
546 113.03 288.82 0.47 0.12 -0.17 25 0.00 248.54 2.25 -0.88
547 639.69 289.00 0.54 0.02 -0.01 25 0.00 119.32 1.63 -0.53
548 720.97 289.06 0.55 0.07 -0.02 25 0.00 12855.98 156.41 -5.49
549 473.58 290.52 0.51 -0.36 -0.06 25 0.00 160.30 1.72 -0.59
550 483.08 289.70 0.60 -0.11 -0.06 25 0.00 94.38 1.02 -0.02
551 340.92 291.17 0.50 0.20 -0.03 25 0.00 583.36 6.16 -1.97
552 566.36 291.00 0.49 -0.72 -0.21 25 0.00 75.98 1.01 -0.01
553 881.45 291.49 0.48 -0.52 -0.09 25 0.00 1241.37 14.35 -2.89
554 911.77 291.12 0.52 0.36 0.11 25 0.00 129.20 1.57 -0.49
555 368.06 292.03 0.46 -0.06 -0.09 25 0.00 95.12 1.13 -0.13
556 696.27 291.51 0.48 0.02 0.16 25 0.00 78.38 1.09 -0.09
557 162.19 292.46 0.45 -0.40 -0.21 25 0.00 196.60 1.83 -0.66
558 635.83 294.91 0.58 0.30 -0.06 25 0.00 499.33 5.77 -1.90
559 440.93 296.63 0.53 -0.34 0.15 25 0.00 271.17 2.74 -1.09
560 470.55 296.27 0.57 -0.12 0.02 25 0.00 231.96 2.45 -0.97
561 847.31 296.44 0.43 0.30 0.26 25 0.00 99.77 1.19 -0.19
562 989.45 295.97 0.51 -0.30 -0.15 25 0.00 2027.30 23.56 -3.43
563 168.75 297.00 0.52 0.15 -0.13 25 0.00 217.74 2.14 -0.83
564 599.13 298.06 0.47 -0.33 -0.02 25 0.00 77.86 1.20 -0.20
565 638.65 297.24 0.45 0.10 0.01 25 0.00 134.80 1.53 -0.46
566 821.84 297.95 0.49 -0.00 -0.05 25 0.00 206.09 2.54 -1.01
567 579.16 299.23 0.51 -0.45 -0.28 25 0.00 203.85 2.25 -0.88
568 957.28 298.11 0.55 -0.31 0.13 25 0.00 96.84 1.22 -0.22
569 739.07 299.97 0.53 -0.22 -0.47 25 0.00 127.88 1.51 -0.45
570 788.83 299.49 0.55 0.15 0.03 25 0.00 1093.64 12.92 -2.78
571 846.14 300.03 0.52 -0.46 -0.22 25 0.00 123.83 1.26 -0.25
572 444.14 301.08 0.49 0.21 -0.08 25 0.00 2156.18 25.03 -3.50
573 456.10 301.44 0.47 0.43 0.08 25 0.00 3911.56 45.24 -4.14
574 734.04 301.40 0.47 0.15 0.07 25 0.00 241.58 2.78 -1.11
575 923.88 300.45 0.53 0.10 0.02 25 0.00 1180.01 13.84 -2.85
576 331.27 301.73 0.47 -0.01 -0.14 25 0.00 940.43 9.97 -2.50
577 397.58 303.05 0.51 0.19 0.37 25 0.00 181.22 1.83 -0.65
578 894.63 303.06 0.49 -0.07 -0.08 25 0.00 249.82 2.90 -1.16
579 932.92 303.17 0.47 -0.31 0.06 25 0.00 94.44 1.15 -0.15
580 324.21 303.99 0.53 0.55 -0.36 25 0.00 121.16 1.28 -0.27
581 94.54 305.59 0.46 0.18 0.07 25 0.00 275.58 2.64 -1.05
582 249.32 304.80 0.55 0.26 -0.34 25 0.00 266.84 2.15 -0.83
583 317.10 305.97 0.57 0.18 -0.07 25 0.00 190.76 1.43 -0.39
584 525.28 306.45 0.53 -0.20 -0.20 25 0.00 115.20 1.20 -0.19
585 356.81 306.54 0.57 0.11 -0.04 25 0.00 269.40 2.57 -1.02
586 601.08 308.17 0.52 0.22 0.01 25 0.00 12340.92 149.43 -5.44
587 657.57 308.37 0.48 -0.46 -0.02 25 0.00 135.34 1.49 -0.43
588 673.57 307.72 0.49 -0.18 -0.29 25 0.00 91.70 1.23 -0.22
589 698.53 307.59 0.57 0.40 -0.06 25 0.00 8091.24 93.41 -4.93
590 778.32 307.90 0.49 -0.42 0.27 25 0.00 174.19 1.97 -0.74
591 682.20 308.56 0.55 -0.06 0.27 25 0.00 131.51 1.41 -0.37
592 310.61 309.38 0.55 0.32 -0.02 25 0.00 726.59 7.39 -2.17
593 457.07 309.38 0.53 0.11 0.05 25 0.00 35719.95 396.31 -6.50
594 556.99 309.78 0.53 0.37 0.01 25 0.00 101.40 1.19 -0.19
595 740.54 309.91 0.53 -0.31 0.03 25 0.00 105.56 1.06 -0.06
596 200.77 310.83 0.52 0.08 -0.41 25 0.00 189.61 1.56 -0.48
597 763.09 310.45 0.56 0.00 0.07 25 0.00 517.49 6.13 -1.97
598 815.12 310.80 0.57 0.07 0.13 25 0.00 148.61 1.76 -0.62
599 926.08 311.07 0.53 -0.13 -0.10 25 0.00 130.64 1.44 -0.39
600 668.33 311.74 0.53 -0.15 -0.08 25 0.00 442.22 5.30 -1.81
601 206.01 312.38 0.53 -0.59 -0.00 25 0.00 155.43 1.26 -0.25
602 921.65 312.96 0.52 0.78 0.21 25 0.00 106.36 1.24 -0.24
603 599.73 313.84 0.43 0.51 0.41 25 0.00 153.85 1.48 -0.43
604 587.58 315.48 0.58 0.41 0.01 25 0.00 1265.95 14.10 -2.87
605 960.24 316.32 0.50 -0.04 -0.07 25 0.00 639.23 7.57 -2.20
606 731.97 316.97 0.47 0.37 0.16 25 0.00 109.28 1.43 -0.39
607 905.13 317.34 0.54 0.25 0.11 25 0.00 165.51 1.85 -0.67
608 604.40 318.26 0.48 0.10 -0.08 25 0.00 673.92 7.91 -2.25
609 663.66 318.15 0.57 0.10 0.25 25 0.00 165.18 1.54 -0.47
610 172.25 318.45 0.51 0.35 0.03 25 0.00 171.50 1.42 -0.38
611 843.01 318.82 0.52 -0.26 -0.10 25 0.00 117.56 1.41 -0.37
612 297.30 319.74 0.56 0.20 -0.14 25 0.00 537.76 5.39 -1.83
613 409.99 319.38 0.50 -0.01 0.07 25 0.00 6101.72 59.81 -4.44
614 872.88 319.94 0.53 -0.05 -0.20 25 0.00 87.10 1.09 -0.09
615 435.82 321.03 0.37 -0.47 -0.59 25 0.00 124.54 1.32 -0.30
616 530.81 320.60 0.56 0.21 0.04 25 0.00 1562.88 17.98 -3.14
617 673.11 321.08 0.45 -0.09 0.13 25 0.00 238.89 2.80 -1.12
618 711.33 320.74 0.55 -0.35 -0.14 25 0.00 99.10 1.13 -0.13
619 663.90 321.15 0.53 -0.05 0.19 25 0.00 143.78 1.65 -0.54
620 747.38 322.12 0.46 -0.42 -0.18 25 0.00 165.39 1.86 -0.68
621 988.83 321.55 0.48 0.44 -0.17 25 0.00 87.89 1.11 -0.11
622 229.33 323.14 0.54 -0.08 -0.26 25 0.00 361.68 3.59 -1.39
623 471.27 323.53 0.42 0.39 0.45 25 0.00 97.01 1.10 -0.11
624 607.07 323.13 0.52 0.01 -0.03 25 0.00 1106.60 13.36 -2.81
625 112.03 324.12 0.50 -0.06 -0.27 25 0.00 1885.78 19.57 -3.23
626 331.17 324.11 0.44 0.28 -0.13 25 0.00 161.55 1.56 -0.48
627 829.31 323.76 0.49 -0.68 -0.07 25 0.00 150.10 1.87 -0.68
628 276.32 324.92 0.55 0.10 -0.27 25 0.00 333.90 3.25 -1.28
629 352.99 324.79 0.60 0.18 -0.01 25 0.00 153.59 1.22 -0.22
630 685.03 324.76 0.49 0.14 -0.08 25 0.00 102.80 1.19 -0.19
631 754.95 324.66 0.56 0.17 0.02 25 0.00 4806.77 56.86 -4.39
632 779.75 324.75 0.53 0.12 -0.38 25 0.00 85.00 1.17 -0.17
633 786.12 325.06 0.59 0.17 0.00 25 0.00 126.51 1.53 -0.46
634 865.24 325.20 0.49 0.62 0.05 25 0.00 170.33 1.67 -0.56
635 773.35 325.55 0.52 0.34 0.07 25 0.00 530.30 6.02 -1.95
636 893.28 326.63 0.51 -0.06 -0.12 25 0.00 139.33 1.42 -0.38
637 25.83 328.04 0.45 0.11 -0.03 25 0.00 316.07 3.00 -1.19
638 177.03 328.47 0.48 -0.23 -0.10 25 0.00 2234.86 22.04 -3.36
639 315.84 328.29 0.48 0.15 -0.03 25 0.00 857.09 9.33 -2.42
640 572.30 329.08 0.44 -0.02 -0.08 25 0.00 487.86 5.52 -1.86
641 823.93 329.09 0.55 -0.24 0.04 25 0.00 113.79 1.39 -0.36
642 609.56 330.46 0.53 -0.30 0.05 25 0.00 106.88 1.30 -0.29
643 624.52 330.46 0.52 0.13 0.16 25 0.00 82.23 1.14 -0.14
644 771.01 330.38 0.51 0.16 0.07 25 0.00 2586.95 31.93 -3.76
645 876.03 330.33 0.47 0.20 0.21 25 0.00 121.87 1.43 -0.39
646 1002.88 330.03 0.51 -0.18 -0.17 25 0.00 38752.74 453.50 -6.64
647 521.37 332.21 0.48 0.21 -0.12 25 0.00 349.12 4.25 -1.57
648 355.82 332.37 0.54 0.14 0.05 25 0.00 795.26 8.15 -2.28
649 505.32 333.22 0.45 0.25 -0.09 25 0.00 713.84 8.59 -2.34
650 748.83 333.35 0.46 0.06 0.40 25 0.00 75.37 1.11 -0.11
651 759.20 333.26 0.49 0.13 -0.06 25 0.00 691.51 8.39 -2.31
652 141.56 335.49 0.46 0.46 0.22 25 0.00 161.22 1.60 -0.51
653 420.60 334.84 0.56 0.19 -0.13 25 0.00 16686.52 186.74 -5.68
654 488.33 335.63 0.50 -0.48 0.01 25 0.00 99.95 1.20 -0.20
655 696.31 335.64 0.47 -0.17 0.01 25 0.00 853.58 9.01 -2.39
656 217.45 337.45 0.44 0.22 0.36 25 0.00 120.33 1.04 -0.04
657 301.26 336.50 0.53 0.30 -0.16 25 0.00 681.78 6.84 -2.09
658 568.49 337.29 0.46 0.37 -0.11 25 0.00 6447.83 77.71 -4.73
659 471.12 339.48 0.42 0.10 0.20 25 0.00 165.92 1.76 -0.61
660 795.14 339.88 0.47 -0.19 0.04 25 0.00 124.53 1.57 -0.49
661 604.12 342.16 0.49 -0.42 -0.04 25 0.00 99.76 1.24 -0.23
662 690.35 341.49 0.55 -0.39 0.07 25 0.00 137.75 1.47 -0.42
