id xcentroid ycentroid fwhm sharpness roundness pa npix sky peak flux mag
306 914.41 189.63 1.78 0.59 0.15 39.13 11 204.76 1056.38 6083.85 -9.46
307 678.07 191.21 1.91 0.64 0.04 75.56 13 396.72 2777.39 16175.59 -10.52
308 803.28 191.27 1.87 0.62 0.13 125.97 12 25.90 205.67 1216.33 -7.71
309 988.00 191.67 1.88 0.63 0.08 96.91 11 25.36 116.64 690.76 -7.10
310 50.00 193.04 1.99 0.66 0.14 89.19 12 35.29 62.77 370.82 -6.42
311 735.68 194.01 1.81 0.60 0.14 145.04 12 5.11 91.95 514.29 -6.78
312 23.90 195.22 1.88 0.63 0.07 31.97 11 39.69 72.13 450.54 -6.63
313 711.19 196.00 1.93 0.64 0.01 10.18 13 30.73 305.01 1743.70 -8.10
314 865.88 195.77 1.92 0.64 0.11 165.43 12 10.03 92.73 512.13 -6.77
315 1002.61 195.69 1.84 0.61 0.20 143.26 10 18.71 76.43 427.15 -6.58
316 344.88 196.66 1.91 0.64 0.06 146.99 11 50.15 183.21 1172.98 -7.67
317 951.95 196.78 1.97 0.66 0.13 169.45 12 25.26 134.66 833.00 -7.30
318 517.64 198.17 1.87 0.62 0.16 51.26 12 11.03 58.67 334.67 -6.31
319 194.55 198.88 1.82 0.61 0.05 121.18 11 58.84 134.11 777.23 -7.23
320 935.75 199.13 1.89 0.63 0.07 9.08 13 118.98 586.06 3467.56 -8.85
321 479.83 199.61 1.76 0.59 0.02 118.36 11 28.17 189.41 910.02 -7.40
322 492.39 199.84 1.90 0.63 0.16 55.48 11 16.54 80.27 477.75 -6.70
323 661.60 199.95 1.86 0.62 0.02 136.86 12 55.34 300.99 1726.89 -8.09
324 995.84 200.19 1.81 0.60 0.17 157.07 12 27.25 106.32 550.91 -6.85
325 372.03 201.12 2.00 0.67 0.08 18.36 13 121.62 513.39 3191.32 -8.76
326 537.14 200.82 2.00 0.67 0.02 161.79 12 16.58 93.55 600.73 -6.95
327 85.17 201.99 2.01 0.67 0.09 4.41 13 144.73 276.04 1710.24 -8.08
328 250.94 201.81 2.03 0.68 0.12 174.92 13 43.61 129.30 847.54 -7.32
329 841.80 201.85 1.96 0.65 0.06 125.78 13 11.05 70.68 441.31 -6.61
330 15.83 202.67 1.97 0.66 0.12 146.66 12 208.70 509.08 3350.18 -8.81
331 642.97 202.81 1.93 0.64 0.01 141.89 13 66.46 322.92 1847.29 -8.17
332 609.23 203.96 1.96 0.65 0.09 90.67 13 53.95 277.58 1750.78 -8.11
333 168.52 205.11 1.87 0.62 0.13 66.52 11 57.70 86.53 516.43 -6.78
334 427.78 205.88 1.88 0.63 0.08 55.19 11 20.55 106.10 539.96 -6.83
335 704.69 206.22 1.92 0.64 0.09 37.53 12 6.08 78.21 516.85 -6.78
336 769.29 206.84 1.90 0.63 0.08 59.77 13 21.65 156.69 905.87 -7.39
337 185.43 207.75 1.79 0.60 0.18 138.15 10 96.71 230.04 1293.93 -7.78
338 548.69 208.77 1.90 0.63 0.18 118.04 11 20.70 147.60 809.43 -7.27
339 664.73 208.83 1.93 0.64 0.10 91.61 12 35.23 161.58 1008.22 -7.51
340 695.90 209.98 2.00 0.67 0.08 0.16 13 22.89 124.22 811.53 -7.27
341 757.25 209.84 1.84 0.61 0.06 45.14 12 1071.10 8511.99 45303.25 -11.64
342 266.46 212.96 1.83 0.61 0.06 39.19 11 31.21 84.16 472.88 -6.69
343 569.82 212.72 1.91 0.64 0.10 111.69 11 192.58 949.43 5427.73 -9.34
344 148.68 213.94 1.88 0.63 0.12 140.93 11 83.54 173.33 941.77 -7.43
345 477.08 213.63 1.81 0.60 0.06 84.71 12 9.15 77.71 460.07 -6.66
346 614.20 213.84 1.95 0.65 0.10 46.28 13 31.45 156.76 922.07 -7.41
347 641.17 215.05 1.97 0.66 0.03 68.17 13 88.32 426.50 2669.30 -8.57
348 199.53 215.80 1.85 0.62 0.17 165.36 11 33.36 57.12 281.47 -6.12
349 344.91 216.83 2.03 0.68 0.08 95.75 12 63.72 191.32 1104.76 -7.61
350 775.84 216.72 1.98 0.66 0.14 162.73 12 10.64 88.56 554.58 -6.86
351 822.11 217.70 2.01 0.67 0.12 1.29 12 18.81 93.51 604.59 -6.95
352 952.18 218.18 1.88 0.63 0.10 150.28 12 32.30 194.54 1094.72 -7.60
353 304.68 219.02 1.96 0.65 0.15 69.54 12 22.87 67.98 426.01 -6.57
354 260.55 220.09 1.81 0.60 0.09 38.59 12 116.14 383.32 2106.09 -8.31
355 696.81 219.76 1.91 0.64 0.06 127.67 12 143.82 645.82 3825.10 -8.96
356 439.83 221.06 1.92 0.64 0.05 51.86 12 96.79 541.55 3027.46 -8.70
357 615.64 221.95 1.91 0.64 0.08 155.94 12 49.32 222.80 1367.57 -7.84
358 170.74 222.94 1.91 0.64 0.03 5.45 11 266.64 893.23 4997.43 -9.25
359 384.94 222.69 1.70 0.57 0.19 166.05 11 13.54 69.61 319.68 -6.26
360 22.89 224.70 1.98 0.66 0.03 123.63 12 36.28 76.50 460.40 -6.66
361 464.20 224.91 1.98 0.66 0.15 13.65 13 37.11 99.35 651.67 -7.04
362 645.62 225.24 1.80 0.60 0.12 46.78 12 113.10 656.73 3702.39 -8.92
363 271.85 225.71 1.92 0.64 0.08 154.41 12 69.47 206.23 1147.81 -7.65
364 423.00 225.80 1.96 0.65 0.03 159.81 12 31.89 170.81 995.26 -7.49
365 902.17 226.14 1.91 0.64 0.04 142.64 12 28.58 195.53 1155.79 -7.66
366 791.21 227.28 1.90 0.63 0.09 3.34 12 5.28 151.75 872.48 -7.35
367 591.21 227.74 1.87 0.62 0.07 51.60 11 27.22 172.83 945.76 -7.44
368 822.10 228.34 1.90 0.63 0.04 134.80 12 9.45 64.05 370.26 -6.42
369 991.39 227.95 1.89 0.63 0.05 29.96 11 13.29 100.17 605.73 -6.96
370 917.68 229.07 1.85 0.62 0.07 165.15 12 17.09 124.76 717.12 -7.14
371 340.09 229.80 1.97 0.66 0.08 25.60 12 217.30 767.49 4698.66 -9.18
372 373.88 229.94 1.92 0.64 0.04 26.05 13 52.67 309.88 1662.83 -8.05
373 516.96 230.13 1.98 0.66 0.08 76.73 13 380.80 1725.25 10951.44 -10.10
374 567.69 230.27 1.85 0.62 0.11 46.07 12 71.37 475.21 2734.99 -8.59
375 617.36 230.97 1.89 0.63 0.19 64.46 12 4.77 61.87 375.73 -6.44
376 950.79 231.12 1.92 0.64 0.06 153.36 13 123.64 616.02 3713.39 -8.92
377 550.72 232.19 1.86 0.62 0.09 57.01 12 58.05 433.96 2449.43 -8.47
378 601.88 231.68 1.84 0.61 0.02 136.86 12 11.90 133.33 649.33 -7.03
379 507.58 233.15 1.81 0.60 0.08 46.09 12 315.66 1864.33 10528.50 -10.06
380 848.77 232.91 1.74 0.58 0.16 124.84 11 6.36 64.43 296.53 -6.18
381 307.86 233.69 1.91 0.64 0.04 157.00 12 64.34 287.98 1557.56 -7.98
382 644.11 234.05 1.88 0.63 0.13 33.26 13 39.82 127.95 710.57 -7.13
383 700.28 234.22 1.90 0.63 0.10 98.94 12 56.28 312.69 1996.66 -8.25
384 887.19 235.30 1.89 0.63 0.10 138.86 12 113.66 589.64 3634.26 -8.90
385 494.81 236.64 1.89 0.63 0.11 124.58 12 17.58 128.33 733.46 -7.16
386 537.75 238.16 1.87 0.62 0.07 54.29 12 462.85 3108.99 17174.32 -10.59
387 664.58 237.80 1.78 0.59 0.08 133.71 11 334.55 2207.88 11629.03 -10.16
388 337.70 238.62 1.90 0.63 0.09 111.35 11 38.96 121.36 739.63 -7.17
389 579.03 239.26 1.89 0.63 0.05 54.72 13 288.62 1890.72 10994.92 -10.10
390 419.96 239.98 1.92 0.64 0.04 55.42 13 51.29 276.83 1496.85 -7.94
391 456.71 239.92 1.82 0.61 0.15 96.50 12 9.81 94.78 439.99 -6.61
392 748.20 239.67 1.82 0.61 0.06 47.28 12 158.22 1214.75 6485.07 -9.53
393 820.06 240.03 2.02 0.67 0.13 115.15 13 14.56 76.89 528.05 -6.81
394 900.15 239.65 1.77 0.59 0.15 48.64 10 -0.50 65.18 318.68 -6.26
395 130.52 241.01 1.85 0.62 0.02 11.88 11 41.14 117.15 657.65 -7.04
396 391.74 240.81 1.99 0.66 0.06 155.22 11 13.76 83.84 451.79 -6.64
397 992.91 240.86 1.96 0.65 0.07 159.13 13 12.35 117.64 682.94 -7.09
398 682.29 241.77 1.82 0.61 0.10 48.45 11 61.66 474.57 2496.27 -8.49
399 766.90 242.15 1.86 0.62 0.11 164.45 13 -1.25 92.83 501.20 -6.75
400 317.04 242.97 2.04 0.68 0.13 19.71 12 67.87 170.61 1151.67 -7.65
401 472.66 242.88 1.84 0.61 0.02 155.54 11 786.96 5121.54 26546.26 -11.06
402 735.96 242.88 1.94 0.65 0.14 101.64 13 54.01 341.01 1931.21 -8.21
403 247.30 243.90 1.88 0.63 0.17 73.25 12 43.07 79.52 352.48 -6.37
404 513.57 243.90 1.87 0.62 0.13 128.70 11 55.76 162.05 925.67 -7.42
405 700.21 244.18 1.97 0.66 0.04 105.33 13 47.24 227.47 1552.23 -7.98
406 715.69 244.81 1.87 0.62 0.09 143.30 12 41.69 316.48 1834.47 -8.16
407 949.90 246.90 1.82 0.61 0.07 116.44 13 13.67 138.96 695.48 -7.11
408 45.98 248.19 1.95 0.65 0.05 45.48 13 2059.41 4893.13 30914.66 -11.23
409 223.05 248.80 1.94 0.65 0.01 49.86 12 27.64 71.66 409.75 -6.53
410 194.52 249.97 1.76 0.59 0.08 172.70 11 48.18 99.90 474.26 -6.69
411 338.70 249.73 1.88 0.63 0.19 148.31 11 37.72 96.28 521.65 -6.79
412 864.80 249.68 1.85 0.62 0.17 156.55 11 6.25 85.35 467.84 -6.68
413 960.09 250.18 1.93 0.64 0.10 142.36 13 0.69 70.40 373.88 -6.43
414 137.89 251.02 1.87 0.62 0.11 62.39 11 33.26 74.26 395.35 -6.49
415 894.90 251.09 1.90 0.63 0.02 152.61 13 12.21 176.91 972.02 -7.47
416 493.10 251.57 1.89 0.63 0.02 152.33 12 55.71 221.91 1383.74 -7.85
417 457.09 253.00 1.93 0.64 0.05 34.47 13 485.25 3153.93 17965.14 -10.64
418 847.66 252.97 1.87 0.62 0.03 140.55 12 101.97 611.68 3520.53 -8.87
419 931.01 253.08 1.94 0.65 0.06 21.78 13 175.68 956.18 5430.52 -9.34
420 399.10 253.96 2.00 0.67 0.03 27.62 13 202.03 734.82 4768.70 -9.20
421 685.26 254.06 2.00 0.67 0.08 19.29 13 5.71 81.75 544.20 -6.84
422 812.34 254.14 1.83 0.61 0.05 141.79 12 41.64 395.79 2175.41 -8.34
423 155.67 254.90 1.88 0.63 0.04 161.54 11 188.58 588.09 3239.44 -8.78
424 184.76 255.23 1.88 0.63 0.12 62.42 11 21.87 58.96 336.19 -6.32
425 321.01 254.91 1.96 0.65 0.08 10.79 12 2109.11 10086.90 58645.61 -11.92
426 345.26 257.54 1.85 0.62 0.14 46.50 11 81.26 194.49 1188.52 -7.69
427 556.08 257.99 1.86 0.62 0.13 68.34 13 5.58 127.05 628.51 -7.00
428 701.97 258.13 1.94 0.65 0.04 119.73 13 45.59 293.90 1741.70 -8.10
429 797.70 258.12 1.77 0.59 0.06 26.69 12 4.52 92.53 489.33 -6.72
430 918.19 257.64 1.84 0.61 0.04 34.49 11 16.44 190.93 1074.19 -7.58
431 654.04 259.15 1.87 0.62 0.14 103.83 12 37.38 172.50 974.54 -7.47
432 729.90 258.98 1.93 0.64 0.06 61.09 13 6.87 127.44 704.44 -7.12
433 768.81 259.03 1.86 0.62 0.03 34.47 12 17.87 225.20 1157.32 -7.66
434 365.15 259.73 1.96 0.65 0.03 169.40 12 41.42 135.60 850.26 -7.32
435 601.70 259.76 1.81 0.60 0.05 134.55 11 1674.36 12759.77 63833.99 -12.01
436 873.00 260.15 1.95 0.65 0.03 147.74 13 132.38 795.25 4758.32 -9.19
437 905.16 259.75 1.98 0.66 0.07 94.31 12 5.42 67.39 431.71 -6.59
438 295.66 262.98 1.82 0.61 0.08 171.17 11 38.72 106.77 554.82 -6.86
439 376.00 263.17 1.95 0.65 0.08 3.79 13 33.22 132.24 748.27 -7.19
440 993.05 263.47 1.81 0.60 0.07 79.38 12 25.99 95.37 540.20 -6.83
441 588.12 263.75 2.01 0.67 0.05 5.79 12 14.21 100.34 626.49 -6.99
442 58.94 264.72 2.00 0.67 0.12 154.22 12 121.93 303.66 1902.37 -8.20
443 662.61 264.73 1.86 0.62 0.06 128.75 11 10.14 79.61 430.76 -6.59
444 694.13 265.00 1.96 0.65 0.02 90.88 13 57.04 228.10 1443.76 -7.90
445 938.26 264.77 1.90 0.63 0.05 40.10 11 24.36 167.04 959.11 -7.45
446 470.27 265.92 1.80 0.60 0.14 28.69 12 12.75 102.98 538.95 -6.83
447 564.98 266.17 1.95 0.65 0.07 44.58 13 13.93 174.97 1008.31 -7.51
448 395.93 267.17 1.95 0.65 0.07 39.17 13 70.52 353.27 2055.85 -8.28
449 496.92 266.56 1.86 0.62 0.07 95.52 12 20.72 117.37 647.14 -7.03
450 791.77 267.20 1.90 0.63 0.02 57.07 13 113.96 579.01 3603.44 -8.89
451 685.14 267.77 1.93 0.64 0.14 146.70 13 12.56 77.44 441.96 -6.61
452 344.08 268.44 1.73 0.58 0.10 8.71 11 21.84 81.31 406.87 -6.52
453 450.83 269.17 1.93 0.64 0.11 69.57 12 33.41 175.29 985.00 -7.48
454 720.20 269.19 1.87 0.62 0.04 83.52 13 29.99 311.78 1702.91 -8.08
455 702.74 270.33 1.80 0.60 0.10 46.40 11 325.92 2379.47 13179.59 -10.30
456 816.88 269.59 1.79 0.60 0.06 144.90 12 322.22 2503.58 13112.76 -10.29
457 411.95 271.05 1.96 0.65 0.01 145.41 13 31.13 208.34 1218.75 -7.71
458 556.70 271.72 1.80 0.60 0.07 137.66 11 275.96 1977.98 9830.98 -9.98
459 676.88 272.22 1.91 0.64 0.06 55.30 13 15.27 194.64 1147.98 -7.65
460 357.18 273.00 1.95 0.65 0.08 166.98 13 23.75 107.77 650.11 -7.03
461 604.82 273.24 1.87 0.62 0.06 82.57 12 52.34 198.43 1160.46 -7.66
462 735.12 273.32 1.81 0.60 0.15 99.99 11 8.64 60.58 337.14 -6.32
463 940.17 273.24 1.86 0.62 0.08 132.14 11 16.44 141.40 830.44 -7.30
464 872.02 274.26 1.92 0.64 0.04 84.61 13 22.64 170.52 1035.95 -7.54
465 527.85 275.01 1.92 0.64 0.15 114.27 12 -0.96 51.74 359.03 -6.39
466 616.30 274.77 1.83 0.61 0.11 33.42 12 17.93 202.02 1093.69 -7.60
467 175.79 275.68 1.97 0.66 0.19 140.46 12 45.78 100.29 568.21 -6.89
468 855.65 276.31 1.81 0.60 0.07 34.10 11 112.32 762.15 4637.10 -9.17
469 1003.19 277.10 1.89 0.63 0.13 161.19 13 13.74 115.42 645.02 -7.02
470 196.97 277.55 1.98 0.66 0.12 158.15 12 68.37 90.75 604.97 -6.95
471 882.96 278.59 1.84 0.61 0.05 172.62 12 14.44 130.50 761.30 -7.20
472 301.62 280.06 1.85 0.62 0.07 39.83 12 47.12 118.88 706.41 -7.12
473 661.83 279.75 1.85 0.62 0.03 99.18 11 48.32 442.55 2278.15 -8.39
474 690.60 280.12 1.79 0.60 0.05 23.08 12 83.01 567.60 3035.92 -8.71
475 58.44 280.95 1.77 0.59 0.00 35.16 11 58.86 128.69 727.70 -7.15
476 369.78 281.25 1.87 0.62 0.11 35.42 11 110.17 544.90 3103.47 -8.73
477 757.33 281.27 1.80 0.60 0.05 149.67 12 4427.70 32343.84 186187.27 -13.17
478 313.14 282.02 1.92 0.64 0.04 68.80 13 33.38 81.80 510.81 -6.77
479 260.58 285.04 1.82 0.61 0.08 19.50 12 618.45 2427.49 13130.79 -10.30
480 792.72 285.22 1.86 0.62 0.18 52.18 11 12.15 97.16 590.78 -6.93
481 625.36 286.13 1.81 0.60 0.03 148.98 11 8.93 63.38 319.46 -6.26
482 236.64 286.91 1.89 0.63 0.07 140.93 11 129.97 316.14 1790.95 -8.13
483 770.20 286.72 1.82 0.61 0.07 54.26 12 71.38 636.13 3281.76 -8.79
484 36.83 289.11 1.95 0.65 0.10 48.15 12 58.43 122.60 785.42 -7.24
485 113.03 288.86 1.98 0.66 0.07 4.54 12 81.01 167.53 1027.75 -7.53
486 720.98 289.04 1.87 0.62 0.03 22.80 13 1119.65 11736.33 58214.75 -11.91
487 483.12 289.79 1.97 0.66 0.06 144.51 12 11.36 83.02 430.60 -6.59
488 865.06 289.85 1.88 0.63 0.07 35.83 12 -0.12 63.70 341.51 -6.33
489 340.95 291.11 1.96 0.65 0.06 25.13 13 110.59 472.77 2751.59 -8.60
490 566.61 291.01 1.82 0.61 0.06 148.87 12 3.64 72.34 403.56 -6.51
491 881.63 291.33 1.79 0.60 0.10 32.71 11 182.15 1071.28 6373.71 -9.51
492 911.81 291.05 1.95 0.65 0.10 79.54 13 6.37 122.83 700.97 -7.11
493 368.04 292.05 1.86 0.62 0.16 10.14 12 18.56 76.56 423.44 -6.57
494 696.21 291.68 1.89 0.63 0.06 56.61 11 0.69 77.69 461.08 -6.66
495 162.05 292.66 1.98 0.66 0.15 162.92 12 62.15 136.34 878.06 -7.36
496 635.84 294.89 1.81 0.60 0.03 6.67 12 63.60 435.73 2028.64 -8.27
497 202.64 296.04 1.87 0.62 0.05 179.39 12 41.15 61.13 323.22 -6.27
498 470.67 296.17 1.82 0.61 0.04 28.75 12 44.69 187.27 926.27 -7.42
499 989.32 295.98 1.86 0.62 0.06 170.81 12 259.76 1767.53 9788.37 -9.98
500 168.82 296.99 1.92 0.64 0.08 7.66 11 58.02 159.72 868.89 -7.35
501 599.09 298.01 1.84 0.61 0.09 93.52 12 -1.42 79.28 425.10 -6.57
502 821.91 297.95 1.93 0.64 0.02 172.88 13 18.99 187.10 1077.04 -7.58
503 579.49 299.16 1.75 0.58 0.13 13.32 11 33.09 170.76 966.53 -7.46
504 957.21 298.44 1.67 0.56 0.09 14.60 10 12.00 84.84 415.27 -6.55
505 689.06 299.94 1.90 0.63 0.16 126.53 11 -1.66 54.14 308.73 -6.22
506 788.87 299.62 1.80 0.60 0.06 149.89 12 111.28 982.36 5023.64 -9.25
507 846.13 300.01 1.97 0.66 0.12 170.00 13 25.08 98.74 565.94 -6.88
508 444.10 301.05 1.93 0.64 0.06 22.69 13 305.48 1850.70 10536.96 -10.06
509 734.05 301.28 1.93 0.64 0.03 143.94 13 31.23 210.36 1298.08 -7.78
510 923.91 300.61 1.81 0.60 0.06 165.58 12 147.21 1032.81 5537.76 -9.36
511 331.18 301.80 1.94 0.65 0.07 19.05 12 193.05 747.38 4619.98 -9.16
512 894.41 303.03 1.85 0.62 0.02 147.44 12 36.86 213.61 1247.99 -7.74
513 932.97 303.14 1.96 0.65 0.03 131.48 13 9.09 85.35 518.48 -6.79
514 249.59 304.84 1.87 0.62 0.08 177.07 11 98.69 168.15 918.01 -7.41
515 383.94 305.15 2.01 0.67 0.06 82.57 13 23.14 66.78 437.10 -6.60
516 525.55 306.24 1.74 0.58 0.16 32.11 10 29.75 85.46 442.86 -6.62
517 356.88 306.68 1.92 0.64 0.11 150.07 12 57.08 212.32 1164.59 -7.67
518 601.05 308.12 1.88 0.63 0.04 41.44 13 1246.07 11094.85 58360.52 -11.92
519 657.73 308.25 1.91 0.64 0.01 158.85 12 23.24 112.10 689.73 -7.10
520 698.66 307.69 1.76 0.59 0.09 141.58 11 882.24 7208.99 36100.83 -11.39
521 778.26 307.92 1.92 0.64 0.19 97.68 12 29.71 144.48 845.62 -7.32
522 682.17 308.67 1.92 0.64 0.10 72.88 13 14.02 117.48 672.11 -7.07
523 310.74 309.59 1.85 0.62 0.17 142.83 11 147.30 579.29 3236.25 -8.78
524 457.06 309.57 1.84 0.61 0.05 15.41 12 5113.80 30606.16 168810.59 -13.07
525 556.93 309.81 1.95 0.65 0.06 17.10 12 8.88 92.52 515.64 -6.78
526 740.36 310.02 1.97 0.66 0.10 120.15 12 18.55 87.01 527.89 -6.81
527 200.90 310.85 1.97 0.66 0.19 179.42 12 68.80 120.82 700.34 -7.11
528 763.07 310.59 1.80 0.60 0.03 18.97 12 46.92 470.57 2414.04 -8.46
529 815.11 310.83 1.95 0.65 0.09 78.77 13 3.26 145.35 783.46 -7.24
530 926.11 311.01 2.01 0.67 0.05 162.03 13 12.52 118.12 702.09 -7.12
531 668.24 311.78 1.85 0.62 0.06 27.93 12 42.29 399.93 2156.65 -8.33
532 191.61 316.04 1.79 0.60 0.10 26.76 11 21.84 64.48 296.25 -6.18
533 281.28 316.13 1.65 0.55 0.13 12.52 9 53.20 70.11 349.70 -6.36
534 587.69 315.63 1.77 0.59 0.13 139.10 11 164.33 1101.62 5576.54 -9.37
535 960.19 316.24 1.87 0.62 0.09 156.87 12 71.54 567.70 3202.55 -8.76
536 732.00 317.01 1.92 0.64 0.14 92.21 12 8.64 100.64 578.80 -6.91
537 905.10 317.26 1.88 0.63 0.07 97.88 12 23.23 142.28 762.29 -7.21
538 843.01 318.81 1.98 0.66 0.07 165.42 12 6.36 111.20 654.33 -7.04
539 297.57 319.81 1.83 0.61 0.10 138.95 11 120.07 417.69 2247.08 -8.38
540 409.98 319.61 1.93 0.64 0.07 134.13 12 1404.86 4696.86 29141.08 -11.16
541 872.93 319.97 1.89 0.63 0.12 173.32 13 5.64 81.46 422.62 -6.56
542 530.85 320.70 1.84 0.61 0.06 132.28 11 186.99 1375.90 7005.91 -9.61
543 673.10 321.02 2.00 0.67 0.07 96.36 13 26.07 212.83 1372.40 -7.84
544 663.97 321.48 1.75 0.58 0.04 83.04 11 20.89 126.83 661.98 -7.05
545 988.90 321.72 1.82 0.61 0.12 11.79 12 12.85 75.04 408.52 -6.53
546 124.04 322.67 1.93 0.64 0.03 8.57 12 39.54 77.77 452.14 -6.64
547 229.59 323.10 1.81 0.60 0.18 13.84 12 88.58 273.10 1441.60 -7.90
548 607.05 323.08 1.90 0.63 0.04 26.41 13 111.37 995.23 5346.10 -9.32
549 112.47 324.08 1.74 0.58 0.12 24.18 11 479.57 1406.21 7830.58 -9.73
550 331.10 324.07 2.02 0.67 0.08 14.85 13 41.79 119.76 808.83 -7.27
551 829.21 323.84 1.84 0.61 0.10 151.36 11 17.52 132.58 727.86 -7.16
552 276.58 324.95 1.82 0.61 0.09 169.09 12 79.25 254.66 1358.80 -7.83
553 685.07 324.82 2.03 0.68 0.13 31.64 13 4.93 97.87 631.75 -7.00
554 754.96 324.72 1.83 0.61 0.03 6.60 12 463.00 4343.77 21435.55 -10.83
555 786.04 325.08 1.91 0.64 0.01 115.23 13 4.15 122.36 605.05 -6.95
556 865.24 325.14 1.96 0.65 0.07 60.11 13 38.48 131.85 816.94 -7.28
557 893.56 326.76 1.76 0.59 0.13 133.91 10 33.99 105.35 591.85 -6.93
558 25.92 328.02 1.90 0.63 0.03 50.42 12 109.06 207.01 1229.61 -7.72
559 177.48 328.28 1.77 0.59 0.19 46.82 10 677.97 1628.76 9445.72 -9.94
560 315.87 328.21 1.89 0.63 0.10 28.68 12 174.29 682.80 3925.43 -8.98
561 597.98 327.74 1.96 0.65 0.19 111.76 11 8.84 62.62 377.83 -6.44
562 624.71 330.29 1.77 0.59 0.18 59.60 11 -1.16 83.39 440.22 -6.61
563 771.00 330.28 1.83 0.61 0.03 21.98 13 255.46 2331.49 12449.75 -10.24
564 876.03 330.20 1.99 0.66 0.10 80.57 13 10.02 111.84 707.89 -7.12
565 1002.92 330.02 1.92 0.64 0.12 177.77 13 4713.49 34039.25 187260.69 -13.18
566 521.25 332.14 1.88 0.63 0.06 12.82 13 38.45 310.67 1810.36 -8.14
567 250.74 332.79 1.99 0.66 0.13 108.00 12 27.42 68.10 424.84 -6.57
568 355.87 332.57 1.85 0.62 0.10 139.75 11 154.46 640.80 3556.16 -8.88
569 505.21 333.15 1.90 0.63 0.04 16.81 13 98.49 615.34 3760.77 -8.94
570 748.92 333.19 1.87 0.62 0.18 90.59 12 -0.74 76.11 435.66 -6.60
571 759.15 333.20 1.87 0.62 0.07 175.32 13 79.10 612.41 3460.78 -8.85
572 654.07 333.84 1.95 0.65 0.15 159.43 13 0.71 65.90 379.79 -6.45
573 801.78 334.32 1.82 0.61 0.14 14.96 12 8.68 77.70 399.79 -6.50
574 420.70 334.87 1.84 0.61 0.05 165.50 11 2266.46 14420.06 73098.82 -12.16
575 488.25 335.71 1.83 0.61 0.05 80.05 12 11.19 88.75 498.83 -6.74
576 696.23 335.74 1.93 0.64 0.07 48.92 12 161.68 691.90 4369.21 -9.10
577 217.64 337.21 1.93 0.64 0.15 62.87 12 45.80 82.69 494.34 -6.74
578 568.33 337.20 1.83 0.61 0.01 2.90 13 836.98 5864.03 33461.74 -11.31
579 471.08 339.29 1.93 0.64 0.08 68.46 13 39.26 126.66 840.43 -7.31
580 795.11 339.89 1.89 0.63 0.06 98.03 13 12.47 112.06 641.28 -7.02
581 604.06 342.13 1.92 0.64 0.03 126.62 13 8.18 91.57 519.83 -6.79
582 764.85 342.12 1.83 0.61 0.06 130.21 12 2.09 83.28 449.84 -6.63
583 905.09 342.14 1.87 0.62 0.12 172.53 13 46.43 476.83 2474.29 -8.48
584 644.27 342.76 1.82 0.61 0.08 36.47 12 462.20 3947.04 20640.92 -10.79
585 942.35 343.21 1.85 0.62 0.08 154.09 12 239.00 1372.75 8095.46 -9.77
586 372.54 343.72 1.78 0.59 0.18 156.38 11 48.21 161.30 893.06 -7.38
587 549.07 344.24 1.87 0.62 0.03 40.52 13 9.63 69.34 374.96 -6.43
588 486.84 344.75 1.82 0.61 0.07 125.79 11 45.04 278.39 1345.18 -7.82
589 667.67 344.71 1.78 0.59 0.09 141.75 11 288.84 2322.47 11388.64 -10.14
590 738.15 345.03 1.96 0.65 0.12 135.56 13 2.26 86.72 470.78 -6.68
591 241.53 345.83 1.81 0.60 0.14 147.43 11 137.16 451.45 2501.24 -8.50
592 230.89 347.25 1.91 0.64 0.11 29.56 13 11094.66 37474.86 224582.50 -13.38
593 785.90 347.23 1.85 0.62 0.03 69.88 13 57.43 558.53 2949.94 -8.67
594 495.55 348.33 1.76 0.59 0.17 42.23 11 77.82 416.24 2406.75 -8.45
595 702.05 348.23 1.92 0.64 0.02 145.38 12 67.44 351.77 2239.42 -8.38
596 820.95 348.59 1.82 0.61 0.08 153.15 12 33.22 321.81 1685.44 -8.07
597 930.70 349.78 1.84 0.61 0.12 164.69 12 69.21 422.75 2302.19 -8.41
598 145.60 350.95 1.88 0.63 0.04 113.48 12 38.68 105.43 590.34 -6.93
599 265.71 351.73 1.87 0.62 0.13 151.34 11 1487.88 6413.01 35329.60 -11.37
600 874.94 353.16 1.95 0.65 0.14 179.01 13 10.60 135.33 794.81 -7.25
601 63.61 354.10 1.83 0.61 0.09 26.76 11 75.09 178.41 1057.18 -7.56
602 412.92 353.93 1.93 0.64 0.13 176.77 13 41.82 215.93 1190.32 -7.69
603 474.71 354.11 1.90 0.63 0.04 24.73 13 37.21 169.17 941.72 -7.43
604 682.23 354.21 1.92 0.64 0.09 4.59 12 6.05 79.29 424.13 -6.57
605 831.80 354.00 1.85 0.62 0.16 177.79 12 25.40 205.04 1081.12 -7.58
606 506.65 355.32 1.85 0.62 0.19 46.69 11 35.13 138.78 812.83 -7.27
607 569.91 354.95 1.98 0.66 0.10 155.57 13 7.02 86.57 487.02 -6.72
608 611.05 354.71 1.88 0.63 0.10 174.69 12 22.72 263.57 1335.02 -7.81
609 743.07 355.97 1.95 0.65 0.05 37.99 13 6.20 108.92 592.86 -6.93
610 778.70 356.08 1.87 0.62 0.03 176.63 12 166.82 985.43 5782.47 -9.41
