id xcentroid ycentroid sharpness roundness1 roundness2 npix sky peak flux mag
811 225.39 272.46 0.51 0.21 0.06 25 0.00 417.00 1.00 -0.00
812 356.58 272.73 0.49 -0.00 -0.12 25 0.00 1117.00 2.17 -0.84
813 604.48 273.06 0.52 -0.92 -0.15 25 0.00 1334.00 2.38 -0.94
814 940.13 273.27 0.52 -0.12 -0.15 25 0.00 1157.00 2.03 -0.77
815 872.05 274.23 0.58 -0.36 -0.17 25 0.00 1093.00 1.90 -0.69
816 175.07 275.22 0.69 -0.24 0.05 25 0.00 2194.00 3.73 -1.43
817 418.99 274.88 0.61 -0.31 0.07 25 0.00 1728.00 2.93 -1.17
818 616.30 274.74 0.48 -0.22 0.03 25 0.00 1631.00 3.01 -1.20
819 63.20 276.03 0.61 -0.25 -0.01 25 0.00 1108.00 2.10 -0.81
820 855.64 276.38 0.55 0.10 -0.20 25 0.00 6334.00 10.33 -2.54
821 196.23 277.09 0.69 -0.67 0.09 25 0.00 2034.00 3.25 -1.28
822 260.06 277.18 0.52 0.25 -0.21 25 0.00 4126.00 7.23 -2.15
823 272.71 277.09 0.84 -0.09 -0.10 25 0.00 865.00 1.25 -0.24
824 1003.07 277.17 0.54 0.19 0.01 25 0.00 938.00 1.55 -0.47
825 190.59 277.93 0.63 -0.40 -0.09 25 0.00 767.00 1.40 -0.36
826 883.10 278.56 0.59 0.01 -0.05 25 0.00 850.00 1.55 -0.48
827 73.44 278.51 0.64 -0.74 -0.02 25 0.00 803.00 1.42 -0.38
828 163.35 279.02 0.84 -0.76 -0.44 25 0.00 790.00 1.14 -0.15
829 350.81 278.99 0.64 -0.61 -0.06 25 0.00 725.00 1.23 -0.23
830 56.98 280.59 0.63 -0.05 0.19 25 0.00 3543.00 6.20 -1.98
831 300.97 279.93 0.66 -0.24 -0.04 25 0.00 2224.00 3.81 -1.45
832 358.12 280.11 0.60 -0.15 -0.03 25 0.00 711.00 1.33 -0.31
833 661.66 279.78 0.54 -0.38 -0.19 25 0.00 3368.00 5.66 -1.88
834 690.37 280.15 0.57 -0.08 -0.10 25 0.00 5332.00 8.94 -2.38
835 369.24 281.24 0.60 -0.02 -0.01 25 0.00 7681.00 13.17 -2.80
836 757.31 281.38 0.53 0.10 -0.07 25 0.00 302735.00 507.11 -6.76
837 265.16 282.38 0.62 0.48 -0.10 25 0.00 2267.00 3.75 -1.44
838 312.76 282.07 0.55 -0.41 -0.22 25 0.00 1084.00 2.01 -0.76
839 473.85 282.90 0.59 -0.06 0.01 25 0.00 943.00 1.82 -0.65
840 115.55 284.87 0.69 0.01 0.10 25 0.00 991.00 1.67 -0.56
841 259.53 284.82 0.53 -0.04 -0.13 25 0.00 38738.00 69.05 -4.60
842 793.07 285.15 0.51 -0.04 -0.63 25 0.00 571.00 1.16 -0.16
843 875.14 285.59 0.49 -0.32 -0.01 25 0.00 546.00 1.08 -0.08
844 235.75 286.60 0.58 -0.22 -0.02 25 0.00 3892.00 7.06 -2.12
845 770.17 286.57 0.52 -0.06 0.04 25 0.00 4584.00 7.62 -2.20
846 266.44 287.80 0.72 -0.76 -0.27 25 0.00 870.00 1.26 -0.25
847 318.96 288.72 0.60 -0.02 0.29 25 0.00 565.00 1.03 -0.03
848 366.96 287.83 0.68 -0.20 0.07 25 0.00 771.00 1.28 -0.27
849 429.01 287.50 0.59 0.06 0.08 25 0.00 564.00 1.04 -0.04
850 35.49 289.00 0.60 -0.10 -0.09 25 0.00 3197.00 5.73 -1.90
851 92.00 288.97 0.68 -0.29 -0.19 25 0.00 937.00 1.60 -0.51
852 112.02 288.46 0.58 0.01 0.20 25 0.00 3799.00 6.76 -2.07
853 203.62 289.13 0.63 -0.03 -0.01 25 0.00 955.00 1.68 -0.56
854 639.63 289.04 0.58 -0.22 -0.28 25 0.00 752.00 1.23 -0.23
855 720.84 289.09 0.51 -0.11 -0.09 25 0.00 91083.00 156.07 -5.48
856 473.29 290.51 0.56 -0.21 -0.06 25 0.00 1320.00 2.30 -0.90
857 482.93 289.76 0.42 -0.63 -0.21 25 0.00 660.00 1.31 -0.30
858 340.41 291.07 0.60 -0.24 -0.10 25 0.00 6669.00 11.59 -2.66
859 566.07 291.01 0.61 -0.39 -0.24 25 0.00 890.00 1.56 -0.49
860 881.46 291.49 0.54 0.19 -0.09 25 0.00 9320.00 15.13 -2.95
861 911.76 291.02 0.46 -0.14 -0.17 25 0.00 752.00 1.36 -0.33
862 51.80 291.76 0.51 0.10 -0.06 25 0.00 879.00 2.00 -0.75
863 119.49 291.71 0.61 -0.73 -0.03 25 0.00 789.00 1.42 -0.38
864 141.89 291.89 0.69 -0.07 0.10 25 0.00 699.00 1.19 -0.19
865 161.45 292.35 0.60 0.06 -0.02 25 0.00 2727.00 4.83 -1.71
866 367.84 291.78 0.49 -0.95 -0.13 25 0.00 695.00 1.31 -0.29
867 314.43 294.10 0.66 -0.31 -0.15 25 0.00 779.00 1.35 -0.32
868 330.14 293.93 0.50 -0.69 -0.11 25 0.00 816.00 1.38 -0.35
869 377.24 293.87 0.56 -0.65 -0.24 25 0.00 625.00 1.19 -0.19
870 635.60 294.88 0.52 0.14 -0.14 25 0.00 3400.00 5.71 -1.89
871 201.63 295.77 0.59 -0.24 0.08 25 0.00 1206.00 2.09 -0.80
872 440.56 296.28 0.59 -0.14 -0.11 25 0.00 2589.00 4.34 -1.59
873 470.21 296.25 0.59 -0.37 -0.01 25 0.00 1879.00 3.16 -1.25
874 989.43 295.87 0.54 -0.20 -0.14 25 0.00 13426.00 22.75 -3.39
875 81.26 296.74 0.63 -0.32 0.03 25 0.00 481.00 1.01 -0.01
876 167.85 296.77 0.57 -0.06 0.01 25 0.00 3138.00 5.75 -1.90
877 72.52 298.29 0.54 0.18 -0.15 25 0.00 1034.00 2.10 -0.80
878 109.65 298.41 0.57 0.18 -0.08 25 0.00 864.00 1.73 -0.59
879 599.12 297.96 0.48 -0.61 -0.12 25 0.00 547.00 1.01 -0.01
880 638.21 296.06 0.49 0.19 -0.02 25 0.00 811.00 1.21 -0.21
881 821.84 297.84 0.57 -0.15 -0.13 25 0.00 1133.00 1.77 -0.62
882 956.94 298.06 0.50 -0.27 -0.27 25 0.00 567.00 1.05 -0.05
883 579.06 299.16 0.65 -0.24 -0.14 25 0.00 1831.00 2.90 -1.16
884 788.68 299.57 0.50 -0.39 0.01 25 0.00 6504.00 10.38 -2.54
885 301.60 299.59 0.32 -0.81 0.08 25 0.00 461.00 1.13 -0.13
886 738.99 299.89 0.57 -0.06 -0.18 25 0.00 937.00 1.59 -0.50
887 846.33 300.14 0.49 -0.15 -0.75 25 0.00 673.00 1.05 -0.05
888 923.78 300.47 0.48 -0.25 -0.05 25 0.00 7500.00 12.38 -2.73
889 338.13 301.84 0.55 0.03 0.20 25 0.00 732.00 1.36 -0.34
890 443.78 301.05 0.56 -0.20 -0.04 25 0.00 21691.00 37.61 -3.94
891 455.75 301.38 0.54 -0.38 0.02 25 0.00 39208.00 67.64 -4.58
892 733.95 301.31 0.55 -0.18 -0.02 25 0.00 1463.00 2.59 -1.03
893 330.68 301.60 0.52 0.22 0.04 25 0.00 10151.00 17.70 -3.12
894 510.00 301.81 0.65 -0.54 -0.02 25 0.00 590.00 1.03 -0.03
895 397.11 302.84 0.58 -0.60 -0.02 25 0.00 1681.00 2.99 -1.19
896 894.69 303.05 0.59 -0.23 -0.37 25 0.00 1440.00 2.27 -0.89
897 75.03 304.11 0.68 -0.14 -0.04 25 0.00 1467.00 2.67 -1.07
898 248.78 304.53 0.55 -0.81 0.30 25 0.00 1516.00 2.68 -1.07
899 323.78 303.85 0.59 0.11 -0.13 25 0.00 1332.00 2.28 -0.90
900 93.46 305.31 0.56 -0.61 -0.12 25 0.00 4479.00 8.19 -2.28
901 252.64 306.36 0.55 -0.60 -0.11 25 0.00 1217.00 2.07 -0.79
902 316.70 305.94 0.60 -0.48 -0.31 25 0.00 1666.00 2.71 -1.08
903 356.37 306.46 0.60 -0.06 0.06 25 0.00 2402.00 4.23 -1.56
904 525.22 306.48 0.62 -0.35 0.13 25 0.00 953.00 1.51 -0.44
905 397.70 307.22 0.72 -0.69 0.39 25 0.00 977.00 1.21 -0.20
906 600.86 308.20 0.55 -0.22 -0.05 25 0.00 102369.00 175.05 -5.61
907 657.72 308.24 0.61 -0.89 -0.20 25 0.00 1022.00 1.61 -0.52
908 698.42 307.60 0.51 -0.26 -0.04 25 0.00 58532.00 99.24 -4.99
909 778.25 307.73 0.59 -0.80 0.17 25 0.00 1041.00 1.69 -0.57
910 310.05 309.31 0.59 -0.16 0.04 25 0.00 9213.00 16.04 -3.01
911 347.85 308.80 0.60 0.19 -0.19 25 0.00 569.00 1.13 -0.14
912 456.69 309.45 0.49 -0.42 0.02 25 0.00 309250.00 536.36 -6.82
913 682.10 308.56 0.60 -0.18 0.11 25 0.00 956.00 1.68 -0.56
914 318.87 309.38 0.53 -0.33 -0.00 25 0.00 650.00 1.19 -0.19
915 374.80 309.67 0.59 0.22 0.20 25 0.00 581.00 1.10 -0.10
916 556.85 309.59 0.48 0.49 0.23 25 0.00 772.00 1.34 -0.32
917 740.81 309.74 0.58 -0.98 -0.27 25 0.00 617.00 1.07 -0.08
918 763.03 310.56 0.54 -0.00 0.10 25 0.00 3457.00 5.98 -1.94
919 199.90 310.50 0.50 -0.04 0.03 25 0.00 1841.00 3.53 -1.37
920 404.73 310.69 0.57 -0.45 -0.35 25 0.00 672.00 1.12 -0.12
921 814.98 310.72 0.45 0.10 -0.01 25 0.00 771.00 1.46 -0.41
922 925.96 310.93 0.57 -0.01 -0.07 25 0.00 825.00 1.32 -0.30
923 205.53 312.31 0.58 -0.38 -0.21 25 0.00 1241.00 2.24 -0.88
924 668.08 311.69 0.53 -0.07 -0.00 25 0.00 3281.00 5.65 -1.88
925 296.16 314.31 0.72 -0.84 0.11 25 0.00 815.00 1.25 -0.24
926 382.08 314.06 0.64 -0.64 -0.18 25 0.00 1246.00 2.08 -0.80
927 599.82 312.56 0.51 0.30 0.87 25 0.00 1100.00 1.44 -0.40
928 247.86 314.79 0.54 -0.42 -0.04 25 0.00 1026.00 2.03 -0.77
929 190.59 315.55 0.74 -0.80 -0.15 25 0.00 728.00 1.18 -0.18
930 280.24 315.94 0.59 -0.91 -0.19 25 0.00 1073.00 1.73 -0.60
931 587.39 315.49 0.50 -0.46 -0.02 25 0.00 9243.00 16.07 -3.02
932 960.23 316.22 0.54 -0.09 -0.05 25 0.00 4334.00 7.27 -2.15
933 56.86 317.14 0.87 -0.30 -0.50 25 0.00 1074.00 1.79 -0.63
934 496.95 316.42 0.55 0.11 0.32 25 0.00 585.00 1.10 -0.10
935 731.89 316.76 0.48 0.28 0.17 25 0.00 619.00 1.11 -0.11
936 905.00 317.30 0.43 0.19 0.24 25 0.00 892.00 1.52 -0.45
937 171.61 318.30 0.62 -0.64 0.10 25 0.00 2465.00 4.15 -1.55
938 604.14 318.26 0.54 -0.32 -0.03 25 0.00 5779.00 9.94 -2.49
939 663.56 317.94 0.70 -0.29 0.04 25 0.00 1149.00 1.53 -0.46
940 409.64 319.26 0.54 -0.74 -0.06 25 0.00 37883.00 67.83 -4.58
941 843.02 318.68 0.32 0.62 -0.05 25 0.00 490.00 1.01 -0.01
942 913.15 318.46 0.83 -0.27 0.18 25 0.00 845.00 1.46 -0.41
943 296.75 319.49 0.54 0.05 0.10 25 0.00 5094.00 9.14 -2.40
944 872.93 319.96 0.54 -0.33 -0.15 25 0.00 571.00 1.01 -0.01
945 530.62 320.57 0.52 -0.62 -0.10 25 0.00 11175.00 19.44 -3.22
946 663.85 321.28 0.53 -0.05 0.34 25 0.00 1094.00 1.62 -0.52
947 672.97 320.97 0.57 -0.45 -0.10 25 0.00 1697.00 3.00 -1.19
948 123.17 322.54 0.64 -0.02 0.21 25 0.00 1574.00 2.64 -1.06
949 313.72 321.98 0.55 -0.31 -0.08 25 0.00 644.00 1.15 -0.15
950 747.47 322.14 0.52 -0.42 -0.11 25 0.00 927.00 1.64 -0.54
951 75.07 323.59 0.60 -0.34 0.12 25 0.00 817.00 1.59 -0.50
952 228.71 322.85 0.58 -0.16 -0.03 25 0.00 4960.00 8.72 -2.35
953 471.08 323.58 0.64 0.18 0.39 25 0.00 925.00 1.43 -0.39
954 606.89 323.11 0.56 -0.33 -0.06 25 0.00 8868.00 14.88 -2.93
955 111.24 323.92 0.63 -0.13 -0.02 25 0.00 38621.00 67.03 -4.57
956 330.67 323.91 0.52 -0.28 -0.09 25 0.00 1791.00 3.35 -1.31
957 352.50 324.50 0.61 -0.87 -0.08 25 0.00 1251.00 1.83 -0.66
958 829.42 323.89 0.51 -0.83 0.03 25 0.00 854.00 1.39 -0.36
959 137.15 324.70 0.55 -0.26 0.05 25 0.00 552.00 1.18 -0.18
960 151.55 324.90 0.57 -0.51 -0.00 25 0.00 908.00 1.68 -0.56
961 246.39 325.42 0.54 -0.22 -0.14 25 0.00 499.00 1.06 -0.06
962 275.85 324.77 0.58 0.04 0.01 25 0.00 3957.00 6.86 -2.09
963 754.81 324.65 0.48 0.32 -0.01 25 0.00 29034.00 48.07 -4.20
964 773.28 325.66 0.54 0.59 0.12 25 0.00 3736.00 6.13 -1.97
965 786.14 324.98 0.61 -0.35 -0.30 25 0.00 694.00 1.05 -0.05
966 865.36 325.33 0.56 0.42 -0.07 25 0.00 1074.00 1.57 -0.49
967 27.41 326.20 0.67 0.05 -0.23 25 0.00 1608.00 2.62 -1.04
968 893.50 326.53 0.45 -0.87 -0.12 25 0.00 726.00 1.18 -0.18
969 230.83 326.80 0.72 -0.86 0.21 25 0.00 876.00 1.38 -0.35
970 24.61 327.95 0.58 -0.15 -0.09 25 0.00 5875.00 10.66 -2.57
971 176.41 328.17 0.63 -0.01 -0.06 25 0.00 42038.00 71.77 -4.64
972 315.25 328.14 0.62 -0.10 -0.01 25 0.00 10708.00 18.23 -3.15
973 353.58 329.17 0.64 -0.50 0.18 25 0.00 1972.00 3.23 -1.27
974 546.23 328.53 0.51 -0.77 0.30 25 0.00 833.00 1.53 -0.46
975 572.09 329.02 0.60 -0.37 -0.03 25 0.00 4291.00 7.30 -2.16
976 823.92 329.29 0.59 -0.05 0.18 25 0.00 722.00 1.12 -0.12
977 78.72 330.18 0.56 -0.18 0.19 25 0.00 663.00 1.33 -0.31
978 214.38 330.09 0.54 -0.13 0.02 25 0.00 732.00 1.36 -0.34
979 609.81 330.56 0.56 0.00 -0.04 25 0.00 675.00 1.20 -0.20
980 624.17 330.27 0.47 0.09 0.16 25 0.00 540.00 1.05 -0.05
981 770.92 330.34 0.52 -0.12 -0.04 25 0.00 18001.00 30.11 -3.70
982 1002.90 329.95 0.53 -0.19 -0.34 25 0.00 255501.00 409.76 -6.53
983 249.86 332.32 0.51 -0.45 0.16 25 0.00 855.00 1.71 -0.59
984 355.29 332.37 0.60 0.07 0.04 25 0.00 8691.00 14.51 -2.90
985 521.16 332.18 0.59 -0.12 -0.01 25 0.00 3291.00 5.73 -1.90
986 145.98 333.02 0.71 -0.19 -0.04 25 0.00 618.00 1.05 -0.06
987 505.03 333.21 0.57 -0.21 -0.01 25 0.00 7324.00 12.70 -2.76
988 514.45 332.87 0.67 -0.31 -0.22 25 0.00 697.00 1.11 -0.11
989 759.05 333.19 0.54 -0.14 -0.09 25 0.00 4858.00 8.18 -2.28
990 479.81 333.76 0.54 -0.87 -0.36 25 0.00 591.00 1.08 -0.08
991 140.61 335.14 0.60 -0.24 -0.15 25 0.00 2242.00 3.88 -1.47
992 420.18 334.79 0.56 -0.15 0.01 25 0.00 167336.00 294.08 -6.17
993 300.78 336.39 0.57 -0.47 0.03 25 0.00 8463.00 14.54 -2.91
994 487.92 335.67 0.63 0.08 0.08 25 0.00 980.00 1.59 -0.50
995 696.28 335.54 0.52 -0.40 0.03 25 0.00 4223.00 7.32 -2.16
996 216.68 337.16 0.58 -0.36 -0.28 25 0.00 1088.00 1.87 -0.68
997 568.18 337.31 0.57 -0.06 -0.02 25 0.00 62919.00 106.42 -5.07
998 142.32 339.12 0.59 -0.54 0.00 25 0.00 1498.00 2.71 -1.08
999 298.10 339.60 0.55 0.10 0.43 25 0.00 958.00 1.52 -0.45
1000 795.18 339.95 0.58 -0.43 -0.17 25 0.00 740.00 1.17 -0.17
1001 237.73 341.98 0.48 -0.92 0.20 25 0.00 1000.00 1.64 -0.53
1002 544.91 341.76 0.60 -0.79 0.05 25 0.00 571.00 1.00 -0.00
1003 322.14 342.46 0.60 -0.24 0.11 25 0.00 536.00 1.01 -0.01
1004 553.98 342.34 0.50 -0.43 -0.16 25 0.00 634.00 1.17 -0.17
1005 603.92 342.19 0.66 0.20 0.23 25 0.00 795.00 1.11 -0.11
1006 690.19 341.08 0.41 -0.38 0.11 25 0.00 654.00 1.32 -0.30
1007 764.68 342.11 0.41 -0.26 -0.13 25 0.00 524.00 1.09 -0.09
1008 905.02 342.15 0.53 -0.08 -0.09 25 0.00 3459.00 5.77 -1.90
1009 371.87 343.48 0.57 -0.25 0.06 25 0.00 2122.00 3.66 -1.41
1010 474.48 342.99 0.47 0.87 -0.26 25 0.00 816.00 1.09 -0.09
1011 644.11 342.73 0.53 -0.06 -0.03 25 0.00 33655.00 57.33 -4.40
1012 942.46 343.11 0.55 -0.05 -0.14 25 0.00 11066.00 18.49 -3.17
1013 471.69 343.56 0.52 -0.66 -0.11 25 0.00 785.00 1.38 -0.35
1014 96.53 345.07 0.48 -0.17 -0.13 25 0.00 637.00 1.32 -0.30
1015 486.45 344.63 0.54 -0.42 -0.01 25 0.00 2332.00 4.12 -1.54
1016 667.43 344.63 0.52 -0.36 -0.09 25 0.00 17898.00 30.38 -3.71
1017 240.63 345.59 0.54 0.19 0.00 25 0.00 7307.00 12.59 -2.75
1018 928.31 346.49 0.56 -0.11 -0.04 25 0.00 2957.00 4.81 -1.70
1019 230.25 347.20 0.44 -0.12 -0.01 25 0.00 418449.00 762.49 -7.21
1020 425.73 347.62 0.54 -0.73 0.08 25 0.00 1218.00 2.10 -0.81
1021 785.78 347.32 0.51 -0.29 0.02 25 0.00 3911.00 6.38 -2.01
1022 430.06 348.46 0.57 -0.35 -0.03 25 0.00 1907.00 3.17 -1.25
1023 495.15 348.39 0.55 -0.10 0.04 25 0.00 4941.00 8.57 -2.33
1024 701.99 348.14 0.54 -0.63 -0.04 25 0.00 2474.00 4.29 -1.58
1025 820.86 348.50 0.48 -0.35 -0.01 25 0.00 2212.00 3.83 -1.46
1026 30.27 349.29 0.72 -0.15 -0.06 25 0.00 818.00 1.35 -0.33
1027 601.76 348.94 0.42 -0.25 0.24 25 0.00 562.00 1.14 -0.14
1028 930.48 349.42 0.53 -0.11 0.06 25 0.00 3262.00 5.04 -1.76
1029 144.52 350.79 0.62 -0.53 -0.14 25 0.00 1537.00 2.76 -1.10
1030 116.49 352.06 0.56 -0.28 -0.21 25 0.00 588.00 1.17 -0.17
1031 264.95 351.47 0.53 0.12 0.16 25 0.00 98661.00 174.74 -5.61
1032 458.78 351.62 0.49 -0.83 -0.23 25 0.00 580.00 1.02 -0.02
1033 48.00 353.27 0.70 -0.38 -0.00 25 0.00 1770.00 3.10 -1.23
1034 343.17 353.57 0.60 -0.11 0.20 25 0.00 818.00 1.47 -0.42
1035 363.96 354.57 0.57 -0.59 0.41 25 0.00 755.00 1.16 -0.16
1036 543.00 353.22 0.54 -0.34 -0.04 25 0.00 1069.00 2.02 -0.76
1037 702.81 352.56 0.45 -0.22 0.01 25 0.00 1516.00 2.70 -1.08
1038 774.27 353.55 0.52 -0.04 0.06 25 0.00 2448.00 4.26 -1.57
1039 874.83 353.16 0.46 -0.30 -0.08 25 0.00 710.00 1.35 -0.33
1040 62.43 354.04 0.64 -0.29 -0.11 25 0.00 4101.00 7.31 -2.16
1041 412.48 353.86 0.60 -0.45 -0.15 25 0.00 2460.00 4.11 -1.53
1042 474.33 354.07 0.61 -0.53 -0.20 25 0.00 1598.00 2.72 -1.09
1043 682.04 353.94 0.55 0.03 -0.06 25 0.00 703.00 1.26 -0.25
1044 831.50 354.01 0.59 -0.19 -0.18 25 0.00 1552.00 2.51 -1.00
1045 506.24 355.43 0.55 -0.28 0.08 25 0.00 1377.00 2.34 -0.92
1046 610.90 354.70 0.56 0.10 0.07 25 0.00 2114.00 3.40 -1.33
1047 742.97 355.83 0.56 -0.42 -0.14 25 0.00 718.00 1.23 -0.22
1048 778.71 356.10 0.55 -0.36 -0.35 25 0.00 6672.00 11.22 -2.63
1049 190.88 357.82 0.60 -0.08 -0.00 25 0.00 6107.00 10.71 -2.57
1050 212.51 358.43 0.48 -0.93 0.05 25 0.00 836.00 1.59 -0.50
1051 346.80 358.30 0.46 0.36 -0.20 25 0.00 702.00 1.45 -0.40
1052 542.42 358.56 0.52 0.12 -0.03 25 0.00 1809.00 3.10 -1.23
1053 31.27 358.99 0.73 -0.20 -0.01 25 0.00 1300.00 2.17 -0.84
1054 593.39 358.43 0.53 -0.56 -0.09 25 0.00 1984.00 3.32 -1.30
1055 910.51 358.57 0.66 -0.22 -0.10 25 0.00 652.00 1.04 -0.04
1056 197.31 359.56 0.62 -0.76 -0.01 25 0.00 1063.00 1.92 -0.71
1057 236.00 360.44 0.60 0.02 0.19 25 0.00 1675.00 2.79 -1.11
1058 585.61 359.86 0.54 -0.37 -0.21 25 0.00 30339.00 51.59 -4.28
1059 897.44 360.35 0.54 0.10 -0.13 25 0.00 17827.00 29.09 -3.66
1060 97.60 360.68 0.56 0.22 0.05 25 0.00 1252.00 2.34 -0.92
1061 267.34 360.90 0.51 -0.26 0.00 25 0.00 586.00 1.10 -0.11
1062 447.60 360.59 0.60 -0.03 0.04 25 0.00 802.00 1.23 -0.23
1063 287.53 361.55 0.57 -0.66 -0.15 25 0.00 2442.00 4.00 -1.51
1064 365.49 362.07 0.59 -0.38 -0.14 25 0.00 305876.00 524.65 -6.80
1065 522.38 361.81 0.59 -0.45 -0.08 25 0.00 2690.00 4.63 -1.66
1066 789.00 361.90 0.48 -0.54 -0.19 25 0.00 962.00 1.76 -0.61
1067 220.11 362.83 0.60 -0.25 -0.04 25 0.00 2420.00 4.14 -1.54
1068 319.83 362.83 0.54 -0.27 -0.17 25 0.00 534.00 1.15 -0.15
1069 402.61 363.58 0.49 -0.51 0.05 25 0.00 40166.00 67.99 -4.58
1070 539.20 363.66 0.57 0.11 0.10 25 0.00 1473.00 2.38 -0.94
1071 61.98 364.36 0.65 -0.81 0.02 25 0.00 987.00 1.81 -0.64
1072 16.93 365.86 0.75 -0.65 0.14 25 0.00 761.00 1.22 -0.22
1073 520.32 365.51 0.59 0.04 0.05 25 0.00 835.00 1.34 -0.31
1074 593.80 366.43 0.54 -0.41 0.06 25 0.00 22144.00 36.62 -3.91
1075 632.08 366.47 0.63 -0.36 0.08 25 0.00 888.00 1.38 -0.35
1076 171.91 367.11 0.59 0.20 0.21 25 0.00 578.00 1.14 -0.15
1077 277.30 367.17 0.58 -0.17 0.11 25 0.00 798.00 1.58 -0.50
1078 461.96 367.08 0.66 -0.07 -0.05 25 0.00 1568.00 2.53 -1.01
1079 706.34 366.50 0.51 -0.41 0.01 25 0.00 1685.00 2.91 -1.16
1080 48.38 367.47 0.56 -0.57 0.20 25 0.00 2281.00 4.18 -1.55
1081 201.39 367.97 0.50 -0.15 -0.27 25 0.00 1570.00 2.96 -1.18
1082 725.40 368.29 0.51 -0.09 -0.25 25 0.00 1482.00 2.48 -0.99
1083 760.95 368.24 0.53 -0.15 -0.06 25 0.00 4554.00 7.77 -2.23
1084 876.46 367.92 0.63 -0.43 -0.33 25 0.00 788.00 1.26 -0.25
1085 961.34 368.30 0.44 0.30 0.03 25 0.00 524.00 1.07 -0.07
1086 119.75 369.32 0.80 -0.65 0.07 25 0.00 636.00 1.03 -0.04
1087 76.91 369.96 0.60 -0.41 -0.12 25 0.00 1262.00 2.24 -0.87
1088 379.70 369.96 0.55 -0.12 -0.05 25 0.00 184767.00 319.27 -6.26
1089 457.75 369.79 0.54 0.21 -0.19 25 0.00 906.00 1.46 -0.41
1090 756.00 370.16 0.47 0.29 -0.12 25 0.00 664.00 1.17 -0.17
1091 157.65 371.06 0.58 -0.89 -0.17 25 0.00 704.00 1.21 -0.21
1092 231.84 370.86 0.62 -0.10 0.03 25 0.00 1608.00 2.76 -1.10
1093 358.11 371.52 0.58 -0.13 0.08 25 0.00 1542.00 2.62 -1.04
1094 435.25 371.31 0.59 -0.31 -0.02 25 0.00 1323.00 2.29 -0.90
1095 537.94 370.84 0.57 -0.64 -0.22 25 0.00 1570.00 2.63 -1.05
1096 16.62 371.85 0.71 0.09 0.13 25 0.00 1225.00 2.01 -0.76
1097 930.84 371.78 0.43 0.20 0.01 25 0.00 1804.00 3.20 -1.26
1098 65.97 372.94 0.67 -0.23 -0.02 25 0.00 611.00 1.12 -0.12
1099 765.15 372.82 0.50 -0.08 -0.06 25 0.00 2969.00 5.24 -1.80
1100 689.26 374.06 0.59 -0.28 -0.18 25 0.00 1252.00 2.20 -0.86
1101 718.28 374.32 0.50 -0.02 0.03 25 0.00 643.00 1.27 -0.26
1102 681.69 375.24 0.50 -0.27 -0.04 25 0.00 5138.00 8.74 -2.35
1103 289.27 375.64 0.54 -0.33 0.00 25 0.00 1474.00 2.54 -1.01
1104 500.23 376.04 0.44 -0.10 -0.03 25 0.00 394743.00 703.83 -7.12
1105 78.17 377.33 0.66 -0.11 0.05 25 0.00 26815.00 46.19 -4.16
1106 387.17 377.09 0.71 -0.34 0.00 25 0.00 705.00 1.03 -0.03
1107 397.35 376.63 0.54 0.08 0.00 25 0.00 964.00 1.55 -0.47
1108 751.34 377.29 0.47 -0.75 -0.78 25 0.00 672.00 1.12 -0.12
1109 227.17 377.62 0.56 -0.18 0.07 25 0.00 10081.00 18.16 -3.15
1110 340.36 377.72 0.70 -0.14 0.27 25 0.00 640.00 1.02 -0.02
1111 67.12 379.17 0.65 -0.08 -0.00 25 0.00 2427.00 4.21 -1.56
1112 677.05 379.24 0.55 -0.07 -0.03 25 0.00 7193.00 11.98 -2.70
1113 754.06 378.66 0.50 0.19 0.06 25 0.00 5360.00 8.88 -2.37
1114 814.22 378.96 0.52 -0.73 -0.16 25 0.00 910.00 1.59 -0.50
1115 895.08 378.63 0.50 -0.22 -0.13 25 0.00 1344.00 2.19 -0.85
1116 284.27 380.07 0.57 -0.31 0.09 25 0.00 582.00 1.15 -0.15
1117 315.18 379.58 0.56 -0.18 0.14 25 0.00 9681.00 16.64 -3.05
1118 549.06 379.30 0.47 0.35 0.22 25 0.00 736.00 1.42 -0.38
1119 432.85 380.56 0.52 -0.12 -0.03 25 0.00 889.00 1.61 -0.52
1120 667.83 381.33 0.58 -0.16 0.10 25 0.00 1014.00 1.60 -0.51
1121 727.71 380.87 0.54 -0.12 -0.11 25 0.00 3847.00 6.19 -1.98
1122 740.40 381.03 0.57 -0.39 -0.16 25 0.00 3407.00 5.66 -1.88
1123 673.11 381.70 0.50 0.39 -0.51 25 0.00 731.00 1.28 -0.26
1124 755.23 380.24 0.43 0.62 0.88 25 0.00 1421.00 1.86 -0.67
1125 942.64 382.66 0.56 0.08 0.02 25 0.00 579.00 1.03 -0.03
1126 313.33 381.57 0.56 -0.02 0.77 25 0.00 1390.00 2.03 -0.77
1127 360.38 382.83 0.61 -0.23 -0.01 25 0.00 966.00 1.39 -0.35
1128 391.91 383.27 0.57 -0.42 -0.01 25 0.00 2514.00 4.39 -1.61
1129 492.80 382.83 0.59 -0.83 -0.29 25 0.00 979.00 1.48 -0.43
1130 231.42 383.88 0.59 -0.21 -0.05 25 0.00 3704.00 6.45 -2.02
1131 330.79 384.43 0.53 -0.32 -0.03 25 0.00 642.00 1.21 -0.21
