id xcentroid ycentroid fwhm sharpness roundness pa npix sky peak flux mag
298 88.06 135.85 1.78 0.59 0.14 10.13 13 56.42 1078.58 4636.58 -9.17
299 796.25 135.74 1.81 0.60 0.12 24.89 11 5154.67 30139.33 160179.67 -13.01
300 464.15 136.93 1.79 0.60 0.09 153.63 13 145.92 2120.08 9530.08 -9.95
301 143.66 137.87 1.70 0.57 0.06 147.60 12 345.75 3351.25 14813.00 -10.43
302 620.93 138.11 1.85 0.62 0.05 167.61 13 1480.25 13856.75 67845.75 -12.08
303 638.39 137.92 1.73 0.58 0.10 163.37 12 120.75 1562.25 6538.00 -9.54
304 934.05 138.02 1.92 0.64 0.15 92.81 12 -4.17 315.17 1679.00 -8.06
305 524.98 138.90 1.96 0.65 0.17 160.19 12 57.92 394.08 2517.00 -8.50
306 899.46 138.98 1.74 0.58 0.09 175.92 11 1217.08 7063.92 35024.08 -11.36
307 11.85 139.95 1.77 0.59 0.17 167.96 12 24.67 875.33 3334.00 -8.81
308 364.98 140.23 1.77 0.59 0.09 104.86 12 111.33 1537.67 6782.00 -9.58
309 181.44 141.23 1.64 0.55 0.16 130.50 11 346.17 5021.83 22387.17 -10.87
310 200.07 140.93 1.77 0.59 0.10 50.88 12 148.75 1890.25 8286.00 -9.80
311 580.71 141.69 1.76 0.59 0.15 87.99 11 17.42 420.58 2014.42 -8.26
312 999.44 141.65 1.54 0.51 0.04 80.78 9 110.25 585.75 2209.75 -8.36
313 56.01 143.22 1.76 0.59 0.05 114.93 11 29.50 479.50 1897.50 -8.20
314 312.06 142.98 1.98 0.66 0.16 161.99 13 -15.75 398.75 2197.75 -8.35
315 272.29 143.49 1.59 0.53 0.07 155.17 11 49.00 571.00 2390.00 -8.45
316 748.29 144.35 1.82 0.61 0.16 135.91 11 146.92 1309.08 7051.92 -9.62
317 206.95 145.23 1.67 0.56 0.07 137.56 12 55.75 1545.25 5790.00 -9.41
318 412.25 145.00 1.82 0.61 0.09 127.81 11 29.75 613.25 2402.75 -8.45
319 775.28 146.42 1.78 0.59 0.14 147.50 11 124.83 1073.17 5740.83 -9.40
320 950.87 146.11 1.76 0.59 0.02 93.88 12 81.00 541.00 2625.00 -8.55
321 22.14 147.25 1.65 0.55 0.06 170.04 10 48.50 487.50 2121.00 -8.32
322 639.24 146.83 1.90 0.63 0.08 45.39 12 77.17 836.83 4792.00 -9.20
323 873.82 147.06 1.95 0.65 0.11 177.78 13 1041.83 5402.17 32475.17 -11.28
324 426.96 148.18 1.77 0.59 0.09 152.84 13 5719.58 76654.42 327395.42 -13.79
325 479.98 147.86 1.89 0.63 0.06 122.88 13 -15.25 644.25 3149.25 -8.75
326 373.29 148.84 1.74 0.58 0.01 30.85 11 208.83 2251.17 9333.83 -9.93
327 524.73 148.97 1.74 0.58 0.10 128.84 12 26.08 841.92 3855.00 -8.97
328 660.82 149.04 1.83 0.61 0.07 163.57 13 570.92 5954.08 29168.08 -11.16
329 63.10 151.01 1.75 0.58 0.07 98.45 13 570.83 10115.17 39352.17 -11.49
330 447.92 150.89 1.84 0.61 0.04 112.65 13 209.75 2826.25 13105.25 -10.29
331 37.22 151.64 1.64 0.55 0.10 167.93 11 30.83 429.17 1777.83 -8.12
332 245.38 151.74 1.80 0.60 0.19 6.02 11 12.17 686.83 3180.17 -8.76
333 346.85 152.34 1.79 0.60 0.16 128.21 12 85.00 1026.00 5080.00 -9.26
334 457.38 152.11 1.63 0.54 0.11 8.44 11 25.25 596.75 2455.25 -8.48
335 53.17 152.78 1.70 0.57 0.11 102.88 11 72.67 913.33 4068.67 -9.02
336 544.19 153.00 1.80 0.60 0.12 150.71 12 95.75 642.25 2994.00 -8.69
337 746.01 153.17 1.82 0.61 0.02 130.71 13 249.42 2232.58 10691.58 -10.07
338 177.99 154.17 1.73 0.58 0.13 171.20 12 68.67 1923.33 7207.00 -9.64
339 193.35 153.62 1.59 0.53 0.04 8.99 11 329.58 3756.42 16681.58 -10.56
340 288.93 154.02 1.67 0.56 0.10 48.29 9 19.67 522.33 1782.00 -8.13
341 910.50 154.01 1.72 0.57 0.08 169.80 11 1830.92 9464.08 48216.92 -11.71
342 963.93 154.00 1.96 0.65 0.19 179.37 13 105.92 803.08 4591.08 -9.15
343 278.29 154.75 1.70 0.57 0.01 44.27 12 217.08 2105.92 9036.00 -9.89
344 489.12 155.15 1.85 0.62 0.12 129.22 13 102.83 2218.17 9888.17 -9.99
345 139.66 156.14 1.78 0.59 0.09 110.86 13 137.50 2332.50 11195.50 -10.12
346 254.75 156.38 1.75 0.58 0.05 85.56 11 271.50 2478.50 12520.50 -10.24
347 579.20 157.00 1.80 0.60 0.13 174.63 12 31.83 638.17 2867.00 -8.64
348 651.85 157.39 1.81 0.60 0.02 8.47 12 6091.67 39862.33 218026.00 -13.35
349 104.54 157.87 1.61 0.54 0.14 136.26 10 -13.08 422.08 1909.83 -8.20
350 811.98 157.77 1.89 0.63 0.14 9.76 12 278.67 1791.33 10007.00 -10.00
351 270.35 159.04 1.71 0.57 0.08 141.95 11 382.50 3590.50 15319.50 -10.46
352 475.40 159.03 1.68 0.56 0.09 77.66 12 43.67 707.33 3303.00 -8.80
353 233.34 159.60 1.63 0.54 0.03 147.73 11 192.58 2228.42 9751.58 -9.97
354 361.07 161.38 1.65 0.55 0.13 164.94 11 34.00 586.00 2213.00 -8.36
355 413.17 160.91 1.83 0.61 0.07 33.74 13 227.92 2308.08 11209.08 -10.12
356 897.43 161.05 1.67 0.56 0.10 172.72 9 178.75 1141.25 5068.25 -9.26
357 43.74 162.72 1.71 0.57 0.16 128.37 11 52.08 1407.92 6290.08 -9.50
358 32.19 164.74 1.74 0.58 0.02 12.43 13 241.42 3560.58 15837.58 -10.50
359 144.32 165.03 1.71 0.57 0.06 122.87 12 638.58 8995.42 36562.00 -11.41
360 802.35 165.09 1.75 0.58 0.13 145.74 10 71.00 677.00 3064.00 -8.72
361 885.19 165.00 1.84 0.61 0.13 162.01 12 65.33 670.67 3391.00 -8.83
362 177.67 165.97 1.67 0.56 0.08 132.11 13 184.25 3098.75 12343.75 -10.23
363 58.23 166.98 1.66 0.55 0.07 123.03 12 49.00 1393.00 4629.00 -9.16
364 744.76 166.95 1.90 0.63 0.07 111.36 12 129.67 1429.33 6837.00 -9.59
365 496.94 168.63 1.65 0.55 0.13 128.06 9 32.92 577.08 2324.75 -8.42
366 622.14 169.28 1.77 0.59 0.11 124.40 11 210.42 1755.58 8433.42 -9.82
367 812.13 169.15 1.83 0.61 0.12 158.15 12 11005.25 88301.75 428966.00 -14.08
368 101.09 169.72 1.68 0.56 0.17 81.67 10 -4.25 557.25 2260.50 -8.39
369 459.11 170.41 1.75 0.58 0.11 140.99 11 795.33 7479.67 35828.33 -11.39
370 835.05 170.17 1.90 0.63 0.16 160.66 12 793.25 4665.75 24722.00 -10.98
371 870.02 170.17 1.82 0.61 0.10 167.66 12 -6.00 440.00 2487.00 -8.49
372 931.41 171.09 1.65 0.55 0.14 142.42 9 18.33 457.67 1837.00 -8.16
373 331.02 171.84 1.81 0.60 0.11 83.33 13 184.92 1572.08 6205.08 -9.48
374 679.13 172.11 1.82 0.61 0.10 160.30 13 6228.08 58870.92 273965.92 -13.59
375 442.12 173.05 2.04 0.68 0.08 96.96 13 129.92 1105.08 6290.08 -9.50
376 609.80 173.15 1.74 0.58 0.04 175.34 10 43.42 324.58 1335.83 -7.81
377 42.34 173.98 1.61 0.54 0.14 122.04 9 14.58 497.42 2187.75 -8.35
378 243.67 173.58 1.69 0.56 0.03 153.69 12 26.33 409.67 1820.00 -8.15
379 358.06 174.34 1.76 0.59 0.09 149.89 12 13.50 792.50 3488.00 -8.86
380 77.98 174.87 1.62 0.54 0.07 145.67 11 94.67 1419.33 4663.67 -9.17
381 176.13 175.61 1.60 0.53 0.17 119.11 11 13.17 441.83 1656.17 -8.05
382 233.23 176.13 1.83 0.61 0.03 69.74 12 30.58 353.42 1803.00 -8.14
383 348.20 176.35 1.75 0.58 0.13 143.57 12 434.92 4825.08 22578.00 -10.88
384 695.24 175.74 1.78 0.59 0.09 19.85 11 15121.83 115744.17 584017.83 -14.42
385 138.36 176.58 1.59 0.53 0.08 80.22 11 334.00 3700.00 17264.00 -10.59
386 321.18 177.07 1.74 0.58 0.07 143.04 12 135.92 1708.08 7114.00 -9.63
387 20.82 177.62 1.63 0.54 0.10 110.98 11 1548.92 14767.08 61087.92 -11.96
388 482.03 177.86 1.80 0.60 0.05 167.65 12 97.75 1631.25 7389.00 -9.67
389 493.26 178.22 1.80 0.60 0.20 155.75 12 89.50 1017.50 4754.00 -9.19
390 1006.32 177.73 1.75 0.58 0.13 61.39 12 106.08 605.92 3091.00 -8.73
391 151.24 179.09 1.75 0.58 0.18 173.48 11 38.67 1111.33 4345.67 -9.10
392 509.28 179.18 1.77 0.59 0.09 143.50 11 6351.75 59348.25 274772.75 -13.60
393 195.90 179.83 1.66 0.55 0.10 125.81 12 77.58 1691.42 6274.00 -9.49
394 46.28 180.87 1.75 0.58 0.18 4.30 11 46.50 968.50 3856.50 -8.97
395 401.30 180.81 1.75 0.58 0.06 18.73 12 7737.67 70181.33 333287.00 -13.81
396 786.12 180.96 1.85 0.62 0.09 176.41 13 6201.58 47732.42 237523.42 -13.44
397 870.27 180.86 1.79 0.60 0.10 18.81 12 808.58 5162.42 25794.00 -11.03
398 62.21 181.78 1.79 0.60 0.02 22.57 13 73.83 1079.17 5164.17 -9.28
399 908.21 182.15 1.92 0.64 0.06 107.97 11 -37.83 303.83 2000.17 -8.25
400 126.68 183.41 1.68 0.56 0.07 55.95 11 8270.83 79471.17 385305.83 -13.96
401 718.80 183.13 1.86 0.62 0.08 170.96 13 702.33 5524.67 29400.67 -11.17
402 767.40 182.87 1.68 0.56 0.16 4.06 10 106.50 856.50 3688.00 -8.92
403 831.36 182.67 1.77 0.59 0.17 25.52 11 915.42 4651.58 25984.42 -11.04
404 413.82 183.65 1.73 0.58 0.18 133.42 11 432.92 3525.08 16818.92 -10.56
405 641.94 183.87 1.82 0.61 0.14 162.74 12 35.92 920.08 4084.00 -9.03
406 104.20 185.01 1.86 0.62 0.15 170.06 12 0.08 523.92 2335.00 -8.42
407 243.15 185.01 1.66 0.55 0.10 168.33 10 401.83 2914.17 10911.67 -10.09
408 363.22 185.13 1.72 0.57 0.13 128.64 12 1491.50 12594.50 51004.00 -11.77
409 879.34 184.72 1.77 0.59 0.14 33.06 11 544.50 2911.50 15464.50 -10.47
410 282.69 185.76 1.74 0.58 0.04 115.87 11 143.33 1346.67 6596.33 -9.55
411 156.56 187.33 1.59 0.53 0.10 118.17 11 152.25 1661.75 7399.25 -9.67
412 305.05 187.40 1.69 0.56 0.18 130.79 11 120.00 1965.00 8578.00 -9.83
413 339.42 188.06 1.67 0.56 0.10 127.37 12 172.42 1570.58 7129.00 -9.63
414 113.13 189.00 1.78 0.59 0.10 6.06 10 17.25 687.75 2902.50 -8.66
415 232.23 188.85 1.65 0.55 0.14 146.73 10 77.25 859.75 3292.50 -8.79
416 497.39 188.72 1.69 0.56 0.05 36.76 12 15.33 576.67 2713.00 -8.58
417 573.07 189.40 1.76 0.59 0.11 131.42 12 817.67 6666.33 33577.00 -11.32
418 659.83 188.96 1.88 0.63 0.07 11.58 13 210.17 1914.83 9868.83 -9.99
419 914.39 189.30 1.77 0.59 0.18 145.87 10 1556.92 8338.08 42534.83 -11.57
420 80.76 190.88 1.78 0.59 0.10 27.08 12 -35.17 381.17 1930.00 -8.21
421 677.96 191.19 1.85 0.62 0.08 164.99 12 2901.00 25181.00 125959.00 -12.75
422 803.19 191.21 1.83 0.61 0.14 139.02 11 242.33 1685.67 8275.33 -9.79
423 987.98 191.24 2.00 0.67 0.09 154.82 13 121.33 886.67 4848.67 -9.21
424 48.83 192.78 1.75 0.58 0.09 139.39 12 26.08 1393.92 5806.00 -9.41
425 735.30 193.97 1.85 0.62 0.02 3.12 11 56.92 616.08 3598.92 -8.89
426 22.43 194.95 1.68 0.56 0.10 121.72 12 106.75 1739.25 7904.00 -9.74
427 104.08 195.25 1.91 0.64 0.18 123.15 12 -0.42 616.42 2612.00 -8.54
428 122.10 194.75 1.67 0.56 0.09 15.57 10 59.50 572.50 2263.00 -8.39
429 268.50 196.16 1.61 0.54 0.10 22.02 10 16.67 568.33 2063.33 -8.29
430 344.26 196.29 1.70 0.57 0.14 143.44 11 250.75 2575.25 10803.75 -10.08
431 711.05 195.95 1.89 0.63 0.13 178.90 13 295.92 2520.08 12827.08 -10.27
432 865.52 195.81 1.61 0.54 0.11 13.81 9 76.50 581.50 2339.50 -8.42
433 33.32 196.81 1.69 0.56 0.09 134.95 11 40.67 832.33 3642.67 -8.90
434 182.00 196.68 1.74 0.58 0.14 87.51 11 13.08 545.92 2554.08 -8.52
435 951.89 196.69 1.86 0.62 0.16 19.23 12 59.50 664.50 3438.00 -8.84
436 545.80 197.86 1.72 0.57 0.12 125.69 11 135.75 554.25 2640.75 -8.55
437 193.32 198.64 1.71 0.57 0.11 82.91 11 257.58 2190.42 10588.58 -10.06
438 325.97 198.89 1.89 0.63 0.04 102.27 13 45.83 901.17 4179.17 -9.05
439 479.11 199.39 1.75 0.58 0.12 132.58 12 166.50 1838.50 8925.00 -9.88
440 935.73 199.15 1.89 0.63 0.12 15.02 12 877.17 4126.83 23249.00 -10.92
441 303.01 200.20 1.70 0.57 0.18 108.42 10 21.42 500.58 1600.83 -8.01
442 492.18 199.60 1.70 0.57 0.04 57.91 10 66.67 760.33 3611.33 -8.89
443 661.30 199.83 1.74 0.58 0.13 166.86 11 312.25 2342.75 11064.25 -10.11
444 995.74 200.19 1.92 0.64 0.03 78.01 12 71.92 508.08 3297.00 -8.80
445 67.13 201.10 1.68 0.56 0.12 106.65 10 19.00 591.00 2236.00 -8.37
446 83.93 201.44 1.58 0.53 0.10 127.09 11 503.00 5553.00 20994.00 -10.81
447 250.15 201.28 1.71 0.57 0.17 132.56 12 135.58 2031.42 8179.00 -9.78
448 371.31 201.00 1.73 0.58 0.08 157.56 12 672.00 7134.00 30822.00 -11.22
449 537.03 200.75 1.84 0.61 0.12 169.10 11 80.33 866.67 4288.33 -9.08
450 651.75 200.56 1.75 0.58 0.14 173.75 10 74.00 673.00 3469.00 -8.85
451 14.37 202.02 1.68 0.56 0.07 129.18 12 915.42 13845.58 57393.00 -11.90
452 507.82 202.33 1.90 0.63 0.07 28.13 12 14.92 460.08 2752.00 -8.60
453 841.70 201.91 1.84 0.61 0.15 179.17 11 74.58 457.42 2471.58 -8.48
454 278.11 202.97 1.88 0.63 0.20 137.46 13 84.92 1028.08 4092.08 -9.03
455 642.88 202.65 1.80 0.60 0.12 159.65 12 255.75 2491.25 12471.00 -10.24
456 609.09 203.85 1.79 0.60 0.11 138.46 13 208.67 2045.33 9581.33 -9.95
457 167.38 205.05 1.68 0.56 0.14 130.79 12 176.67 1854.33 7034.00 -9.62
458 335.24 205.10 1.81 0.60 0.17 135.84 11 30.67 532.33 2164.67 -8.34
459 457.93 204.98 1.94 0.65 0.11 110.90 12 35.92 504.08 2640.00 -8.55
460 693.90 204.70 1.71 0.57 0.12 55.45 11 91.42 755.58 3570.42 -8.88
461 704.24 206.16 1.82 0.61 0.11 166.33 12 58.42 619.58 2906.00 -8.66
462 184.20 207.21 1.72 0.57 0.17 122.67 11 267.25 4692.75 17911.25 -10.63
463 769.25 206.83 1.80 0.60 0.10 17.17 12 148.83 1271.17 6419.00 -9.52
464 407.95 208.08 1.93 0.64 0.18 165.36 12 26.25 946.75 4396.00 -9.11
465 548.24 208.67 1.76 0.59 0.18 4.90 11 113.75 1010.25 4809.75 -9.21
466 664.43 208.77 1.72 0.57 0.06 3.11 11 154.25 1118.75 5605.25 -9.37
467 757.16 209.85 1.85 0.62 0.09 15.14 13 9559.50 66872.50 344423.50 -13.84
468 731.75 211.55 1.84 0.61 0.11 130.06 11 -7.50 383.50 2338.50 -8.42
469 476.80 213.21 1.69 0.56 0.04 119.22 11 94.08 854.92 3736.08 -8.93
470 569.46 212.71 1.66 0.55 0.05 21.75 11 1078.75 7164.25 35102.75 -11.36
471 93.43 214.31 1.69 0.56 0.19 131.52 10 28.67 1033.33 4777.33 -9.20
472 147.66 213.65 1.65 0.55 0.19 140.86 11 324.92 2706.08 12534.92 -10.25
473 613.99 213.80 1.76 0.59 0.12 164.43 12 205.50 1415.50 6114.00 -9.47
474 198.60 215.39 1.52 0.51 0.11 169.76 9 103.17 684.83 2752.50 -8.60
475 641.10 215.01 1.83 0.61 0.05 137.64 13 405.58 3492.42 16224.42 -10.53
476 292.30 215.50 1.63 0.54 0.16 64.13 12 46.83 409.17 1905.00 -8.20
477 978.98 216.00 1.81 0.60 0.12 27.47 10 -2.58 382.58 2220.83 -8.37
478 272.76 217.29 1.85 0.62 0.16 0.66 12 128.25 875.75 4424.00 -9.11
479 775.87 216.71 1.96 0.65 0.08 3.05 11 65.00 405.00 2335.00 -8.42
480 952.11 218.01 1.89 0.63 0.06 147.84 13 209.00 1413.00 7590.00 -9.70
481 304.05 218.97 1.81 0.60 0.09 3.93 13 97.25 1282.75 5595.75 -9.37
482 696.79 219.46 1.72 0.57 0.09 142.28 12 544.50 3343.50 17407.00 -10.60
483 51.59 219.79 1.57 0.52 0.07 87.46 11 -37.25 367.25 1559.75 -7.98
484 259.70 219.82 1.72 0.57 0.12 134.53 12 412.17 5857.83 26880.00 -11.07
485 439.30 220.97 1.75 0.58 0.05 154.55 12 620.33 6316.67 27700.00 -11.11
486 220.55 221.73 1.50 0.50 0.06 151.14 8 737.67 3322.33 13574.67 -10.33
487 234.17 222.20 1.63 0.54 0.11 115.99 10 13.25 529.75 1818.50 -8.15
488 384.79 222.19 1.81 0.60 0.06 161.93 12 17.92 914.08 3954.00 -8.99
489 169.74 222.69 1.73 0.58 0.06 123.68 13 1281.00 14926.00 74054.00 -12.17
490 611.12 223.20 1.89 0.63 0.19 113.18 12 317.25 1761.75 9270.00 -9.92
491 463.96 224.70 1.74 0.58 0.03 116.80 12 131.08 1092.92 4802.00 -9.20
492 543.88 225.24 1.88 0.63 0.12 117.66 12 18.33 331.67 1774.00 -8.12
493 645.29 225.23 1.78 0.59 0.12 147.31 11 793.50 5981.50 29065.50 -11.16
494 395.98 225.87 1.90 0.63 0.06 116.29 13 -29.50 611.50 2969.50 -8.68
495 422.69 225.60 1.67 0.56 0.13 142.27 11 196.00 1368.00 6629.00 -9.55
496 861.64 225.74 1.87 0.62 0.14 113.91 11 31.58 455.42 2163.58 -8.34
497 902.16 226.14 1.83 0.61 0.12 168.22 12 165.42 1311.58 6367.00 -9.51
498 791.24 227.29 1.74 0.58 0.16 151.20 11 121.67 955.33 4606.67 -9.16
499 590.95 227.59 1.71 0.57 0.09 132.49 11 100.58 1205.42 5838.58 -9.42
500 991.88 227.81 1.84 0.61 0.11 115.78 13 24.08 508.92 2378.92 -8.44
501 339.38 229.42 1.70 0.57 0.13 142.96 10 1427.08 8519.92 43414.17 -11.59
502 373.18 229.84 1.78 0.59 0.05 120.88 12 302.33 3632.67 16703.00 -10.56
503 516.79 230.06 1.81 0.60 0.10 131.36 13 1511.00 16778.00 78958.00 -12.24
504 567.27 230.13 1.78 0.59 0.11 148.52 11 462.25 4893.75 22801.25 -10.89
505 601.77 231.38 1.85 0.62 0.04 24.94 12 76.50 909.50 5452.00 -9.34
506 616.99 231.19 1.88 0.63 0.07 127.36 12 76.17 582.83 2811.00 -8.62
507 950.81 231.07 1.83 0.61 0.09 170.74 13 565.50 3658.50 19564.50 -10.73
508 550.32 232.17 1.77 0.59 0.11 148.75 11 393.17 4141.83 19304.17 -10.71
509 307.19 233.33 1.73 0.58 0.14 133.67 12 397.25 4117.75 17880.00 -10.63
510 507.11 233.13 1.81 0.60 0.06 143.71 13 2083.58 22122.42 100654.42 -12.51
511 760.71 233.35 1.85 0.62 0.11 37.27 11 -18.83 465.83 2286.17 -8.40
512 700.21 234.26 1.80 0.60 0.13 146.09 12 288.08 2580.92 12366.00 -10.23
513 887.27 235.26 1.78 0.59 0.18 145.28 11 475.58 3506.42 17339.58 -10.60
514 204.93 236.47 1.81 0.60 0.19 120.04 10 -16.33 396.33 1922.33 -8.21
515 429.83 237.87 1.81 0.60 0.06 121.69 11 43.50 609.50 3140.50 -8.74
516 537.32 238.15 1.76 0.59 0.10 142.74 11 3485.50 31001.50 144079.50 -12.90
517 664.24 237.74 1.79 0.60 0.09 26.85 11 2550.92 18071.08 91795.92 -12.41
518 222.93 239.33 1.64 0.55 0.12 130.63 10 62.33 974.67 3572.67 -8.88
519 274.25 238.93 1.73 0.58 0.16 152.85 11 63.08 720.92 2764.08 -8.60
520 578.42 239.26 1.72 0.57 0.17 141.66 10 2357.42 16442.58 81060.83 -12.27
521 900.21 239.29 1.87 0.62 0.14 133.77 11 10.83 470.17 2273.83 -8.39
522 419.37 239.85 1.72 0.57 0.03 11.84 11 259.92 2593.08 12688.92 -10.26
523 455.95 239.81 1.85 0.62 0.09 132.49 13 32.58 916.42 4087.42 -9.03
524 748.12 239.65 1.82 0.61 0.10 33.76 12 1329.58 8440.42 46435.00 -11.67
525 819.99 239.81 1.89 0.63 0.10 151.63 12 74.67 493.33 2607.00 -8.54
526 129.25 240.77 1.73 0.58 0.07 85.75 12 89.83 2011.17 9019.00 -9.89
527 391.07 240.78 1.74 0.58 0.15 154.33 12 27.08 955.92 4257.00 -9.07
528 992.97 240.69 1.83 0.61 0.10 92.45 11 49.17 395.83 2240.17 -8.38
529 682.13 241.78 1.82 0.61 0.08 17.48 13 492.92 3649.08 18546.08 -10.67
530 766.40 242.29 1.82 0.61 0.18 153.48 11 17.00 646.00 3486.00 -8.86
531 472.14 242.81 1.79 0.60 0.02 27.87 13 5387.83 53926.17 255324.17 -13.52
532 735.86 242.85 1.86 0.62 0.10 125.24 13 285.08 2247.92 11354.92 -10.14
533 157.43 244.15 1.67 0.56 0.10 135.84 11 1023.33 12674.67 54835.33 -11.85
534 246.44 243.88 1.66 0.55 0.18 4.63 10 145.17 1202.83 4847.33 -9.21
535 700.15 244.15 1.81 0.60 0.14 136.93 12 123.67 1328.33 6728.00 -9.57
536 715.38 244.75 1.75 0.58 0.10 22.11 11 293.25 2093.75 10666.25 -10.07
537 367.79 246.46 1.68 0.56 0.16 63.00 9 40.25 280.75 1184.75 -7.68
538 836.10 247.04 1.89 0.63 0.15 178.39 12 11.33 272.67 1734.00 -8.10
539 949.83 246.83 1.90 0.63 0.06 98.76 12 102.08 820.92 4909.00 -9.23
540 44.80 247.99 1.76 0.59 0.03 76.18 13 9870.83 150222.17 640118.17 -14.52
541 222.11 248.48 1.58 0.53 0.08 29.22 10 99.67 984.33 4086.33 -9.03
542 274.68 248.92 1.82 0.61 0.10 156.76 11 -40.83 345.83 1607.17 -8.02
543 338.11 249.32 1.73 0.58 0.15 149.24 12 146.75 1486.25 6303.00 -9.50
544 614.24 248.47 1.68 0.56 0.20 63.18 10 73.92 358.08 1605.83 -8.01
545 864.77 249.20 1.88 0.63 0.03 155.96 13 11.92 588.08 3309.08 -8.80
546 960.43 249.18 1.72 0.57 0.06 0.74 9 76.17 296.83 1524.50 -7.96
547 193.46 249.74 1.60 0.53 0.11 133.15 11 74.08 1334.92 5752.08 -9.40
548 254.30 250.01 1.61 0.54 0.04 80.90 11 14.42 461.58 1613.42 -8.02
549 263.95 249.89 1.89 0.63 0.20 159.36 13 19.00 588.00 2956.00 -8.68
550 136.88 250.91 1.64 0.55 0.06 99.23 11 85.83 1085.17 3877.83 -8.97
551 298.47 250.76 1.54 0.51 0.20 152.20 10 62.08 723.92 2677.17 -8.57
552 492.81 251.10 1.80 0.60 0.10 150.01 13 137.67 2174.33 10250.33 -10.03
553 894.83 250.93 1.98 0.66 0.09 166.35 13 99.17 1009.83 6056.83 -9.46
554 456.78 252.97 1.84 0.61 0.02 140.48 13 3360.08 32953.92 164780.92 -13.04
555 847.41 252.95 1.74 0.58 0.12 166.12 12 593.17 4039.83 18969.00 -10.70
556 930.97 253.06 1.97 0.66 0.11 25.41 13 1335.17 5847.83 35588.83 -11.38
557 211.39 254.16 1.60 0.53 0.16 124.45 11 79.75 685.25 2302.75 -8.41
558 386.90 254.39 1.74 0.58 0.11 18.37 12 26.42 529.58 2277.00 -8.39
559 398.76 253.79 1.75 0.58 0.14 138.11 12 580.50 7539.50 35345.00 -11.37
560 685.28 254.09 1.67 0.56 0.18 141.14 11 77.25 677.75 3140.25 -8.74
561 812.25 254.10 1.84 0.61 0.09 159.38 12 374.50 2850.50 14080.00 -10.37
562 154.65 254.67 1.69 0.56 0.12 131.77 11 773.83 9237.17 47348.83 -11.69
563 184.03 255.34 1.69 0.56 0.08 146.64 12 43.67 1138.33 4354.00 -9.10
564 320.38 254.80 1.71 0.57 0.05 22.60 11 14868.42 134509.58 642919.42 -14.52
565 344.81 257.16 1.82 0.61 0.15 172.85 12 408.42 2569.58 12219.00 -10.22
566 918.08 257.28 1.79 0.60 0.10 129.32 11 167.08 1212.92 5942.08 -9.43
567 47.48 257.60 1.54 0.51 0.17 42.69 9 43.58 432.42 1808.75 -8.14
568 555.88 257.86 1.91 0.64 0.08 130.99 13 42.92 1108.08 5451.08 -9.34
569 646.35 257.77 1.80 0.60 0.11 15.86 12 236.33 1024.67 5595.00 -9.37
570 701.94 258.15 1.84 0.61 0.10 150.86 13 249.75 2205.25 10377.25 -10.04
571 797.64 258.08 1.83 0.61 0.03 30.59 11 12.50 462.50 2678.50 -8.57
572 364.89 259.36 1.74 0.58 0.14 136.20 12 104.00 1600.00 7538.00 -9.69
573 653.88 259.07 1.83 0.61 0.10 121.30 11 221.50 1152.50 5799.50 -9.41
574 729.97 258.99 1.84 0.61 0.11 122.29 12 74.92 852.08 4221.00 -9.06
575 768.77 259.01 1.88 0.63 0.19 0.91 13 128.83 1393.17 7434.17 -9.68
576 601.29 259.76 1.78 0.59 0.09 25.40 11 13460.83 97484.17 502202.83 -14.25
577 873.03 260.08 1.82 0.61 0.10 159.07 12 587.42 4687.58 22118.00 -10.86
578 905.02 259.83 1.88 0.63 0.11 166.95 12 2.00 400.00 2200.00 -8.36
579 294.80 262.69 1.77 0.59 0.13 125.78 13 90.75 1434.25 6893.25 -9.60
580 375.74 263.05 1.81 0.60 0.19 162.72 13 178.92 1500.08 6774.08 -9.58
581 57.85 264.30 1.67 0.56 0.05 106.95 12 519.67 7928.33 31123.00 -11.23
582 587.98 263.85 1.89 0.63 0.18 169.12 13 96.75 983.25 4716.25 -9.18
583 661.97 264.29 1.86 0.62 0.07 100.27 12 76.83 641.17 3458.00 -8.85
584 234.20 265.03 1.69 0.56 0.13 147.35 12 25.00 917.00 3394.00 -8.83
585 693.96 264.86 1.93 0.64 0.07 168.51 13 214.33 1455.67 8117.67 -9.77
586 156.16 265.82 1.61 0.54 0.13 131.98 10 7.67 577.33 2067.33 -8.29
587 470.09 265.82 1.77 0.59 0.07 115.53 11 86.83 1062.17 4675.83 -9.17
588 564.88 266.24 1.81 0.60 0.05 113.30 12 177.75 1537.25 7342.00 -9.66
589 395.41 267.14 1.72 0.57 0.15 144.25 11 295.33 3798.67 17257.33 -10.59
590 791.78 267.14 1.84 0.61 0.09 162.15 13 383.67 3008.33 15690.33 -10.49
591 343.32 268.09 1.77 0.59 0.11 146.83 11 25.58 1270.42 5522.58 -9.36
592 206.87 268.83 1.75 0.58 0.20 148.08 12 41.67 1234.33 4891.00 -9.22
593 449.97 269.05 1.86 0.62 0.04 131.05 13 174.42 1985.58 9090.58 -9.90
594 720.17 269.16 1.85 0.62 0.09 136.00 12 252.67 2355.33 12305.00 -10.23
595 816.80 269.37 1.85 0.62 0.05 14.52 12 2990.08 15339.92 90683.00 -12.39
